,Username,Tweet,Label
1894,Nur Cahyo Utomo,Bring Me Thanos...!!!,
1895,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"Emak2 ds Totoran ini sebenernya Jokower  tapi bingung sama keadaan yg susah, jd insaf dah mau pilih @prabowo @sandiuno 

#PEPESDatangKelar 

@fadlizon @Fahrihamzah @fahiraidris @rsoekarnoputri @PriyoBudiS @Ndon08Back @MbahUyok",
1896,Teddy Gusnaidi,Apakah disembunyikan ditempat yang sama dengan aktivis 98 yang diculik yang hingga hari ini belum kembali? @prabowo ,
1897,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"#PEPESKEPUNG di ds TOTORAN Indramayu,daerah merah ini, alhamdulilah emak2 yg apatis ini bs diyakinkan pilin @prabowo @sandiuno krn mmg sekarang jaman susah, jd yg blg g susah itu HOAX! 
Lalu emak sosialisasi kertas suara dll
#PepesDatangKelar 
@fadlizon @Fahrihamzah @PriyoBudiS",
1898,"Warta 
�
Politik™","Suryo Prabowo: Baru Ditanya Siapa yang Bayar Sabun Aja Jawabannya Dah Ngalor Ngidul 

https://www.portal-islam.id/2019/01/suryo-prabowo-baru-ditanya-siapa-yang.html …",
1899,Themal_mal,I liked a @YouTube video http://youtu.be/yW-7jxvVmh8?a  Reneboy - Lagu Prabowo Sandi,
1900,SYARIF,Oke oce lah,
1901,Michel Adam New,"Habis PILIH JOLOWI terbitlah tobat.

Sekarang PILIH PRABOWO SANDI. 

#PrabowoSandiBawaSolusi 
#PrabowoSandiBawaSolusi",
1902,Athar,"... Res..res...,""rest in peace"" ya ,...",
1903,Muhammad Yaseer,Not serious ,
1904,"#PrabowoSandi#02#68days to go 
✌
 �",Hahahahahaha,
1905,gus haye,"Pokoke kalau Prabowo gw murka bangsat anjing ga penting apa deh. 

Tapi kalau Jokowi gw gak mau komentar karena Penegakan Hukum itu kompleks dan rumit dan semua bisa dimaafkan dll. Soalnya ilmu gw gak nyampe. 

Jadi ilmu loe memang cuma nyampe di Prabowo gitu? Mbok ya bilang...",
1906,Insya Allah #2019PrabowoPresidenRI,"Sembilan (9) Pilar Kesejahteraan Rakayat Bersama @prabowo @sandiuno Menuju Indonesia Menang, Adil Dan Makmur.

Jangan Berhenti Di kamu... Sebarkan.!!

Cc. @Gerindra @fadlizon @Dody_Lukas___ @RajaPurwa
#PrabowoSandiBawaSolusi",
1907,JimLi,But they drinking habit sometimes make TNI & Polri in LOL,
1908,JimLi,"I worry if around Banda sea.
Better Koteka",
1909,Harismz, one pic worth thousand words.,
1910,Eli Eli Lama Sabachtani,JAHAT ,
1911,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"Emak2 sibuk #PEPESKEPUNG pak..kita ga duduk diam ngantuk di Posko...kita gerilya ke kampung2 sosialisasi @prabowo @sandiuno  #PEPESDatangKelar @TehTJEMPLUNG 
@AiniCahya4 @dearossidesvita @masiwan_saja @PriyoBudiS",
1912,FДLLΞИ ДИGΞL,Tanpa teks face to face its good,
1913,Save Indonesia,Prabowo. Kamu tahu siapa Prabowo? ,
1914,syarif hidayatullah,Amin,
1915,Abdul Rosyid,Follow Back dong Mak,
1916,Dion Yuliarto,"Ini salah satu yg lucu dari @prabowo, gaji uda pada gede mau di naikin lg kan gila.. blm lagi tunjangan2 lainnya.. 
#PraboHoax",
1917,Muslim Cyber Army,"Habib Rizieq menegaskan dirinya berkomitmen untuk mendukung Prabowo-Sandi. Meski berada di Mekkah sekalipun, dukungan akan terus diberikan.
https://m.cnnindonesia.com/nasional/20190123085439-32-363025/dari-mekkah-rizieq-shihab-kembali-kampanyekan-prabowo-sandi …
CNN sedikit waras sejak berita Hoax ''FPI di Palu Hoax''!",
1918,Muh Yasir,Lihat broooo,
1919,"Dr. Lück..  
✍�","Mau gaya apapun si wowo ttp aja ko, tau knp :1.hasil debat kemaren, udh pake contekkan setebal kardus aja jwb ngawur kok, apa lg ngk pake, http://2.Data  apa yg wowo punya ? 3.apa yg wowo sdh hasilkan? Prestasi apa ? Ini bkn mslh bela siapa, kita bcr yg real aja..",
1920,Mohamad Guntur Romli,"Disindir Kubu Prabowo, Herman Tukang Cukur Jokowi: Saya Asli Garut http://detik.id/Vtd7iK 

Begitulah kalau absun & hoax sdah identik dgn kubu Prabowo #PraboHoax",
1921,Patroli 24 Jam,"Satu kader @PKSejahtera bilang Indonesia Barokah itu buatan petahana untuk menyudutkan @prabowo, ujung2nya dia sendiri yg buat.
Fungsinya ya untuk drama playing victim lagi, konspirasi yg sudah basi bung!
#patroli24jam
#KonspirasiPKS
#Praohoax",
1922,Audio equipment for music producers and artists,Nothing is authentic in hip hop: problems behind Kill the DJ's copyrights claims against Prabowo's supporters - http://MENAFN.COM  http://bit.ly/2W1L2vI  #hiphop #artists #video #uploads #platform,
1923,MS Kaban,"Siang ini diundang hadiri plantukan pjbt struktural tingkat fakultas di Univ Ibn Khaldun Bogor Khaldun Bgor,hadir jg Rektor,Ket Yysn,KH Didin Hafiduddin dekan2 fak,foto bersama tanpa komando lgsung salam dua jari pro PS08 Prabowo Sandi. ",
1924,piahdotcom,I just saw Timses Prabowo-Sandi Laporkan Tabloid ‘Indonesia Barokah’ ke Polri - Click to see also ☛  ,
1925,GELORA NEWS,"""Ngatain Prabowo Grasa-grusu, Eh Dia Dikatain Grasa-grusu sama Menterinya""
#NgurusNegaraKokAmatiran",
1926,cebongvkampret,Money Politic,
1927,Partai Gerindra,4. Pak @prabowo dan Bang @sandiuno akan mengurangi impor 10 item komoditas yang paling besar. Yang dimaksud dengan komiditas besar disini adalah kuantitas impor yang mencapai 67 persen dari keseluruhan impor Indonesia. #PrabowoSandiBawaSolusi,
1928," �
yann~ 
♥
~","Prabowo cuma korban hoak RS
Eh ngaciro bikin hoak ABB cebong mingkem
Dasar bego #NgurusNegaraKokAmatiran ",
1929,"Unizeta_PAS 
�",ke cintaan Prabowo trhdp NKRI tdk usah di ragu kan lg. Demi menjaga Keutuhan Negaranya Prabowo tdk rela negara &Pasukannya diremehkn oleh siapa pun. Bhkn Prabowo prnh menggampar Perwira Delta Force dari…,
1930,Partai Gerindra,"3. Pak @prabowo dan Bang @sandiuno mempunyai tiga langkah yang bisa dilakukan untuk memperbaiki keadaan ekonomi dalam jangka pendek. Pertama, Mengurangi impor komoditas besar. #PrabowoSandiBawaSolusi",
1931,Partai Gerindra,2. Oleh karena itu Pak @prabowo dan Bang @sandiuno menawarkan solusi untuk memperbaiki keadaan ekonomi dalam jangka pendek. #PrabowoSandiBawaSolusi,
1932,Kotak Ketiga,"Surat Ahokers u/ @jokowi

@basuki_btp @prabowo @SBYudhoyono @PDI_Perjuangan @Gerindra @kangdede78 @panca66 @Patters_Reiza @Takviri @kokokdirgantoro @kurawa @IreneViena @roninpribumi @habibthink @dulatips @ratu_adil @BadjaNuswantara @Herrreza @LusiHQ @Mentimoen @Sarah_Pndj @psi_id",
1933,emir,Mo komen ape lg??? This is real fact.,
1934,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"Nih pak @prabowo bang @sandiuno ada pesan dr nelayan dr TPI Indramayu
“jangan lupa lupakan rakyat kecil, jgn ky dorong mobil, udah gt ditinggalin ...”

Insyaallah kl No 02 ga ky gt yaa..
#PEPESDatangKelar

@Fahrihamzah @fadlizon @Dahnilanzar @rsoekarnoputri @HarryRidwan_Ay",
1935,Intan_May,Up up sundul gan #PraboHOAX,
1936,Dede Budhyarto,"Once I catch you in One lie. It makes me question EVERYTHING you said #PraboHoax . 
Sundul @prabowo @sandiuno",
1937,di-,"Prabawa tidak baku, yang baku adalah perbawa. Apakah dalam Bahasa Jawa prabowo juga tidak baku, yang baku perbowo? ",
1938,#01JokowiAmin,"Nih dengerin suara rakyat kecil...!!

Fakta di lapangan akan mengalahkan segala kebohongan! Rakyat kecil sudah tahu hasil kerja @jokowi tapi kalau @prabowo kerjanya cuma hoax dan hina rakyat!
#NgurusNegaraKokAmatiran",
1939,TUKANG PARKIR GAUL,"Berhubung pihak prabowo menolak Najwa shihab sebagai moderator di debat capres yang ke 2

Maka,moderator akan di gantikan oleh master Limbad dan di dampingi oleh H.Bolot.
INSYAALLAH NETRAL

@PANDHITADHYASA1 @Widayatiningsi1 @BHD_58 @P3nj3l4j4h @RizmaWidiono @enylove2 @Namaku_Mei",
1940,Mbah_Liem #2019PrabowoPresidenRI,"Kejamnya jejak digital kebohongan..
Kerusakan spt apa yg ditunggu jika yg begini diberi panggung lagi ?
#DustamuAbadi #OrdeSabun
#SelamatTinggalJKW
#PrabowoSandiSolusiNKRI

Jejak-jejak Kebohongan Jkw, Prabowo Juga Perrnah Jadi Korbannya",
1941,FERDINAND HUTAHAEAN,Said Didu: Saya Dengar Prabowo Juga Korban Kebohongan Esemka http://dlvr.it/QxCZv0 ,
1942,BAYU PUTRA,Hmph,
1943,Future Directions,"Presidential Debates Kick Off Election Season in Indonesia.
The first of five presidential debates took place on 17 January, featuring President Joko Widodo and contender Prabowo Subianto covering the topics of law, corruption, terrorism and human rights.: https://bit.ly/2RJyIS7 ",
1944,Logan Peter,"Setelah melakukan pembohongan yg bgtu luar biasa kini PSI mengeluarkan Sertifikat Penghargaan kepada : Prabowo, Sandiuno dan Andi ariff.

salut buat koalisi 02.
#02KoalisiPembohong 
#PraboHoax 

@SammiSoh  @dr_tompi  @P3nj3l4j4h @fadlizon",
1945,Abdur Rohim,Ikr. Absolutely !,
1946,Flora,,
1947,リキ ヘルタナ,"Update survey bang @prabowo @sandiuno ,@Gerindra @rockygerung @Ferdinand_Haean @Fahrihamzah @fadlizon @mohmahfudmd @Dahnilanzar @jokowi",
1948,#99,"Pertanyaannya, kenapa sekarang pak @RamliRizal mencemooh kebijakan yg bahkan dia sendiri pernah mengusulkannya? 

Karena kepakarannya atau karena kebetulan sedang berada di kubu Prabowo?",
1949,"NYAI 
❤️
2 #2019PrabowoPresident08 
��","Pak @karniilyas  Kakek ini cerdas Seharus nya Kakek ini yg Di undang ke @ILCtv1  dari pd @NgabalinAli , Kakek ini Cerdas   yg mengatakan Bapak @prabowo  yg Pantas Menjadi Pemimpin Indonesia 
inshaaAllah #2019PrabowoPresident08 ",
1950,TEMPO.CO,Tim Prabowo Bantah Tolak Najwa Shihab Jadi Moderator Debat Capres,
1951,Jabreak_Yudha,Hahaha   ,
1952,#NO2ISIS,PARAH! Kubu @Prabowo-@SandiUno Lakukan Kampanye Kebohongan Secara Sistematis. Kebohongan yang Sistematis Seperti ini akan Merusak Demokrasi di Indonesia. #PraboHoax @kangdede78 @triwul82 @Twit_Opini @zoelfick @hariadhi @DjanChoek @CH_chotimah @narkosun,
1953,"Satu Nusa Satu Bangsa  
��
 �","Mak Odah dr @PEPESOfficial Bogor kab senam bersama dilingkungan rmhnya Ds Bojong Hilir sambil memastikan semua pilih @prabowo @sandiuno , Alhamdulillah mantap #PEPESKEPUNG #PrabowoSandiMenang #IndonesiaMenang",
1954,DEWO.PB,"Ribuan Tabloid Provokatif Yang Bernama ""Indonesia Barokah"" Yang Memfitnah Pak Prabowo Dan Para Ulama Tersebar Di Masjid.

Akun IG@indonesiabarokah Ini Melakukan Black Campaign Di Berbagai Sosial Media, Dan Media Cetak.

#NgurusNegaraKokAmatiran",
1955,Rumah Singgah Airlangga,Semoga Prabowo menang... Agar hidup ini nyaman dan tenang.. nyari uang gampang beli makanan murah.. amin yra...,
1956,me,Yang udah jelas bagi2 jabatan itu kan Jokowi.. Mbanya udah bikin daftar yg dapat jatah komisaris skrg blm? Kok malah halu ke Prabowo.. Gw kira cantrang biru tanda yg punya akun itu pinter.. Ternyata.. Ahsyudahlah... ,
1957," �
The 
�
ESTofUs","@yunartowijaya, what's your opinion to the
New survey that show Prabowo trailing Jokowi by only a single digit percentage ?! | Coconuts https://coconuts.co/?p=962619  via coconutsdotco",
1958,"#NoHoax!!!_JKW-Maruf 2019  
❤","Klau mau sembunyi ya sembunyi aja Riziek !!!
Prcuma jga Kampanyekn junjungnnya tpi dg sembunyi. 
Emnk yg klihatan hnya btang hidungnya aja ... ???
Udh smbunyi msh ikutn kampanye.Hadechhh  

Dari Mekkah, Rizieq Shihab Kembali Kampanyekan Prabowo-Sandi ",
1959," ��
ᴀᴄʜᴢᴀᴍ ᴘʀᴀʙᴜ  
��","Mau Laporan Pak @sandiuno ...

BINARTI DAN NAJIB ILANG BELUM KETEMU Pak...

Cc
@prabowo 
@Dahnilanzar 
Mhn tolong di cariin dong..",
1960,Black Opal,sueekk ..,
1961,Amanda Paul,"It’s been a while since I’ve danced, so I’m lovin’ on my feet an knees tonight with a soothing blend. 

Thank you seatonel,  Brian Thomas, Andre Prabowo and olga_olengi for making it… https://www.instagram.com/p/Bs9yaT-nzeA/?utm_source=ig_twitter_share&igshid=1cgh0544tz7x0 …",
1962,MPR #MelayuPekanbaruRiau,@kompascom and @Metro_TV Can you differ from #Greater and #Widen???,
1963,Cik Jangcik,Saya suka video @YouTube http://youtu.be/glTJltd3vUc?a  Interview With Prabowo Subianto,
1964,Insya Allah #2019PrabowoPresidenRI,Stop #RezimKatrok,
1965,Yulita Andriani,Second Debate I choose Alfito Deannova!,
1966,"Voice Of Change  
��","Intermezzo.. Jangan lupa pilih No. 2  Pasangan Idola @Prabowo - @Sandiuno

Majukan Indonesia menuju Adil dan Makmur. Insya Allah Juara.. 

#MilenialPilihPrabowo
#2019PrabowoSandi
#2019PrabowoPresidenRI https://twitter.com/Gemacan70/status/1087938906761371648/video/1 …",
1967,ᔑᑌᎢᗴᒍᗩᔑᗩᑭᑌᎢᖇᗩ,Great!!!,
1968,prabowo tolol,"Inilah hoax termasyur sepanjang abad, kompak dari hulu ke hilir menebar kebohongan dengan menjadikan @RatnaSpaet badut istana fantasi capres tolol @prabowo #PraboHoax",
1969,yoga || IG : pakaipeci,"Ini rumah tempat nyimpan dagangan. Cukup rame. Sebrangan dgn mushola. TPS juga disini
Lokasi di kec cipayung jaktim.
Caleg yg bersedia kirim spanduk dipersilakan DM saya. Syaratnya bukan partai pendukung penista agams dan hrs terselip ttg @prabowo @sandiuno 
Bantu CC in ya.. pic.twitter.com/bhirqGTSZe",
1970,"reyhan rasyüd 
�",kick andy 2007 - prabowo subianto,
1971,J.S. Prabowo,"Dalam organisasi,

Mengapa seorang “wakil” hrs muda, pandai & enerjik spt @sandiuno, itu krn minimal dia tdk boleh jadi beban, tapi sebaliknya hrs bs mbantu meringankan beban @prabowo sang Pemimpin, shg #indonesiaMenang #IndonesiaAdilMakmur 

#PLforPL
#PLbe2samaSandi",
1972,kumparan,Karni Ilyas diusulkan Badan Pemenangan Nasional Prabowo-Sandi sebagai moderator debat capres. ,
1973,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"#PEPESKEPUNG di ds pabean udik, emak sosialisasi @prabowo  @sandiuno 
Emak disna resah ttg danaKIS dll takut distop, sy bilang jgn mau dibohongi!KIS prog negara, bhkan kl No02 menang,KIS akn lbh baik lagi! 

#PEPESDatangKelar 
@fadlizon @Fahrihamzah @Dahnilanzar @Ferdinand_Haean",
1974,riskisudarmino,"Betull Bang!!!

#PRABOWOUNTUKRAKYAT",
1975,Heru Cahyono,"Di sebuah WAG yg tak ikuti, karena dah jengah dengan ulah pendukung 02 yang tiao hati posting menyerang pemerintah dan selalu bilang PRABOWO ADALAH KUNCI PERMASALAHAN  BANGSA 

saya pun gak tahan untuk ikutan. Dan mulai sekarang akan frontal juga. ",
1976,FERDINAND HUTAHAEAN,"Sy akan usulkan kpd @prabowo agar nanti debat ke 2 menanyakan kpd @jokowi kmn uang penghematan 250 M/hr atas pembibaran Petral? Krn jalan tol dibangun dr utang.

Keuntungan @pertamina cm 5 T, artinya ada yg misteri disini. Menghemat 91 T lbh tp cm untung 5 T. Kmn uang ini ?",
1977,Herman PRAGA,"Kedatangan pendukung prabowo ke sekertariat. Antusias masysrakat utk #2019PrabowoPresidenRI semakin terasa, @LisaAmartaTara @hailthedon @amrullah_sk @Mrmarshall_rama @Ferdinand_Haean @Dahnilanzar 
@DonAdam08 @swulll @sandiuno 
@SpeakAynamah @amrullah_sk",
1978,Vox Jax,"Setelah gagal bunuh karakter Prabowo, target selanjutnya akun-akun gelembung sabun adalah sandiaga. 

""Mereka sibuk bunuh karakter orang lain karena junjungannya telah terbunuh oleh janji-janjinya sendiri"".",
1979," ��
MT 
�
 �
 ��","Tuit Pak Tua ini 
@AT_AbdillahToha menyebar Fitnah dan Hoax.
Tgl 18/1 kunjungan Dubes2 Negara Eropa,sehari setelah Debat Capres 17/1,dan Cuitan @fadlizon pun tgl 19/1.
Tuduhan Pak Tua ini sdh termasuk Black Campaign.
Sdh seharusnya BPN Prabowo-Sandi ngambil Tindakan. ",
1980,Noviadhi,I m waiting ur folback @t_h_a_l_i_a_,
1981,Jumi Asri,Hhh they who are on government now are scare about information that is forward by Prabowo sandi supporter side.  The television mostly announce about that is now on government news the information is not balance,
1982,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"#PEPESKEPUNG di ds Pabean Udik Indramayu, emak sosialisasi ke emak2 ttg 17 April hrs pilih 02 yg menjanjikan perubahan. Tadinya emak2 bingung, tapi wkt sy tanya keadaan skrg,mrk semua ngeluh susah bgt jaman skrg.

#PEPESDatangKelar 
@fadlizon @prabowo @sandiuno @rsoekarnoputri",
1983,FaRid #2019PrabowoPresidenRI,"Good, stop framing please media 
#NgurusNegaraKokAmatiran",
1984,phobia_cendol,Look cilooookkkk...,
1985,#Coblos01JokowiAmin,Aksi Turun Jalan Warga Kelaten membantah pernyataan Capres Abadi /Prabocor atas impor Beras yg membanjiri daerah merekapunya mulut Jaga Jangan asal ngomong tanpa lihat data yg valid  ,
1986,Adv Budi Satria,"Prabowo Sandi dan seluruh timses hati2 jebakan betmen kasus ABB. 
Jangan komentar apapun terkait ABB

Cebong sedang siapkan fitnah",
1987,Opposite6890,"Menolak Lupa, beli Indosat.
Prabowo jelaskan  Indosat yg sangat Strategic yg mempunyai Posisi GEOSTATIONARY

Bang Jay faham GEOSTATIONARY ?

Beli Indosat Bang.
Bukan beli motor.
Beli Sabun.
Apalagi Beli Cilok.

#2019PrabowoPresidenRI 
#NgurusNegaraKokAmatiran 
#DustamuAbadi",
1988,Yanie,I love Najwa...straigth to the point..shes the best..,
1989,"G- 
�
agùs 
�",Do good things ,
1990,petugas kebersihan,"“Pemimpin sejati adalah pemimpin yang sanggup menyediakan penggantinya"" (Muhammad Hatta)

Yang lebih Muda, Energik , Pintar dan Tampan…",
1991,RMOL.CO,Pemaparan Prabowo Tentang Terorisme Menyentuh Akar Persoalan  #terorisme,
1992," ✌
WONDER WOMAN  
✌","Show Time @MacanPADl O2 untuk Channel News Asia - Singapore 
Lokasi Jawa Barat. 

Menuju Kemenangan @prabowo @sandiuno Untuk #IndonesiaAdilMakmur 

#MacanPadi02TerusBergerak 
@BPNrelawan02 
@zarazettirazr 
@florielicious 
@TPranawisanty @malaaanaim @akukanayamira",
1993,#99,"Kelompok pengacara pendukung Prabowo Subianto-Sandiaga Uno, mengakui menyembunyikan nelayan Nazibulloh karena ketakutan. Apa kata tim Jokowi-Ma'ruf? https://news.detik.com/berita/4396170/tim-prabowo-sembunyikan-nelayan-najib-tkn-memangnya-zaman-orba?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1548204240 …",
1994,emir,"""Indonesia new President 2019""",
1995,yudha wira,noted,
1996,☆Ika Safitri☆,"Ndak Ada Rocky Gerung ILC So Sunyi, So that I didn't watched it.",
1997,Christ Wamea,"Pembangunan infrastruktur pemrthn skrng , akhir2 ini dikritik olh bpk Wapres JK yg mrpkan org dlm istana sendiri. Hal ini menunjukan bhw ada dugaan mslh dr sejmlh proyek yg jd ""kebanggan"" mrk. Perubhn sikap politik pak JK cukup memberikan angin segar bg kemenangan Prabowo-Sandi.",
1998,GELORA NEWS,"JS Prabowo: Yang Kemarin Bilang Baasyir Bebas Telah Menyebarkan Hoax, Tangkap Dong
#PrayForSulsel 
https://www.gelora.co/2019/01/js-prabowo-yang-kemarin-bilang-baasyir.html …",
1999,AiniCahya,sehat sll ya maaak..,
2000,Fadli Zon,Fadli Zon Yakin Prabowo Salip Jokowi di Februari via ⁦@detikcom⁩,
2001,"Kak DuL  
�","Sibuk nyinyirin Rusia dukung Prabowo, ternyata mrk sendiri yg impor caleg dari Uni Soviet ",
2002,Saila Salsabila,Hahahaha,
2003,Teddy Gusnaidi,"Kalau di zaman Soeharto boleh takut, takut diculik @Prabowo. Ini di zaman Jokowi, zamannya hukum ditegakkan. ",
2004,Yosefardi News,"Financial pressures on state companies Pertamina and Perusahaan Listrik Negara (PLN) have been exploited by Prabowo-Sandiaga campaign ahead of April 17 election
http://yosefardi.com/2019/01/23/commodities-politics-2/ …",
2005,Ika Juldinka,yups.. hehe,
2006,"Kak DuL  
�","Indonesia Bagian Barat Milik Prabowo.
Indonesia Tengah milik Jokowi.
Indonesia Timur milik Prabowo.

Bangku Presiden milik Prabowo.
Silakan percaya survey tapi kenyataannya bakal pahit buat loe pade, bong.",
2007,,"Aline Yoana Tan Tokoh Tionghoa Dukung Prabowo, Ini Alasannya
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",
2008," �
ViralNews.com 
�","http://www.setkab.go.id  : 
Menurut data pada Kementerian Dalam Negeri (Kemendagri) sampai Juli, jumlahnya mencapai 344.039 organisasi

Kata Said Aqil 14 Ormas Islam Doakan Jokowi, maka :

Sisanya 344.025
Ormas Doakan Prabowo Menang

#2019PrabowoPresidenRI",
2009,LOVE SEEKER,my presidential candidate remains Prabowo Subianto,
2010,Ŧгคภรเรкยร ฬเ๔๏๔๏,"Diantara ke dua orang ini yang menurut perasaanmu  hidupnya lebih bahagia  siapa ??  

Rasakan ......

1. PRABOWO retweed 
2. Presiden     like ",
2011,Ruhut Sitompul,"Nelayan Najib disembunyikan Tim Sukses Prabowo & Sandi?, terlihat makin galau emangnya Zaman ORBA apa sich bedanya disembunyikan dgn  diculik ya beti=beda2 tipis krn alasannya sama2 utk diamankan. #01JokowiLagi MERDEKA.",
2012,"Zara Zettira ZR  
1️⃣
 4️⃣","Di Koalisi #ADILMAKMUR ada anak Bung Karno, ada anak Soeharto, Bahkan ada @SBYudhoyono plus anaknya AHY. Jadi mana mungkin @prabowo dituding Mengecilkan Jasa pemimpin sebelumnya? Justru beliau MENYATUKAN semua.",
2013,dea putrianda, with netherland met papa.. picung! @wishnutama  @Puspen_TNI - @prabowo @Dr_Moeldoko @SBYudhoyono @msoekarnoputri  https://youtu.be/n6WqF661OdA ,
2014,detikcom,"Kelompok pengacara pendukung Prabowo Subianto-Sandiaga Uno, mengakui menyembunyikan nelayan Nazibulloh karena ketakutan. Apa kata tim Jokowi-Ma'ruf? ",
2015,dw,"Bacaan pagi ini  

DARI MAHFUD MD HINGGA ABU BAKAR BA'ASYIR KENA PHP, BAGAIMANA DENGAN RAKYAT? 

@prabowo @Fahrihamzah @anismatta",
2016,Beby Johana,Kok bisa Presiden dikoreksi oleh menterinya secara terbuka. Jadi siapa yg berkuasa? Jgn sampai jd boneka.,
2017,Anti Leader SHIT..!!,"xxxxxx lol !!!!!!
this is not about Islam and Christianity, the Jakarta gubernatorial election has ended.
This is about Pilres and we Christians together with you are Muslims with the aim of winning Prabowo..

#2019GantiPresiden",
2018,Insya Allah #2019PrabowoPresidenRI,"KEREN GUY'S

*RABU BIRU* Rakyat Butuh Pemipin Baru
*PAS MANTUL* Prabowo-Sandi Mantap Betul
*ASPIRASI* Asiknyasih Pilih Prabowo-Sandi
*PASAR RAKYAT* Prabowo-Sandi Menang Rakyat Sejahtera
*ASLI BOS* Akusih Pilih Prabowo-Sandi
*PRIDE* Prabowo-Sandi Digital Team
#MilenialPilihPrabowo",
2019,"LìsàAmàŕtàtàŕà 
��
 ��",Terimakasih Pak @fadlizon Tadi malam di @ILCtv1 Mengapresiasi Keberadaan @PEPESOfficial Sbg tulang punggung pergerakan Prabowo Sandi..Membuat Kami Tambah Semangat!..  @swulll @Citrawida5 @RosyitaOcy @Nurdiana6881 @ras_set @3lla_ummuahmad @AcehPepes @PEPESSoloRaya,
2020,#2019PrabowoPresidenRI,"Dibalas Kontan! Saat Debat Ngatain Prabowo Grasa-grusu, Ternyata Jokowi Sendiri Yang Grasa-grusu Pembebasan Ba'asyir

Allah tunjukkan siapa yang grasa-grusu.. Allah balas kontan tudingan grasa-grusu...

#JKWBatalCintaUlama 

https://bit.ly/2Mqu2uP ",
2021,Adhi,Hahaha..,
2022,"ANAKTANGSI  
��
 ��
#2019GantiPresiden","Break a while, general @prabowo 

#PrayForJeneponto
#RakyatInginkanPerubahan",
2023,Vladimir Teguh ™,"Gud aidea 
#MilenialPilihPrabowo",
2024," 0️⃣
 2️⃣
Md. A. Wiguna 
�
 ❤️
 ��","Free fight debate 
Capres  vs  Capres
Cawapres  vs  Cawapres
Ok !",
2025,Michel Adam New,"Teman2 JOKOWER yang saya  dan saya sayangi. 

Kalian masih punya waktu untuk menimbang2 mengalihkan dukungan ke PRABOWO SANDI

Pelajari draft aturan BPJS berikut sanksi2nya ke RAKYAT. REZIM ini Bengis

#MilenialPilihPrabowo
#MilenialPilihPrabowo",
2026," �
ʝʊʟɨɛ ʀosé 
�",Matching kan?,
2027,MDartoyo,Mntap kk,
2028,Emil Hardi,Hahahaha,
2029,Yasmin Jamaluddin,AsaL Tau ! ,
2030,Ahmad bahyan,No Rocky no party,
2031,TIKET WARAS,"BACHTIAR NASIR ANGGAP ALLAH AKAN MEMENANGKAN PRABOWO?

Saksikan video ini.
Bachtiar Nasir akan menderita para ulama akan menderita di hajar kekejaman Prabowo......  ",
2032," ��
Kunto Hartono  
��","#KH4PS02

Bismillahirrahmaanirrahiim.
Semoga Ikhtiar utk memenangkan Pak @prabowo &…",
2033,#2019Prabowo-Sandi-SANG PRABU.,"Gas poollll broo...
#MilenialPilihPrabowo 
#MilenialPilihPrabowo 
#MilenialPilihPrabowo 
#MilenialPilihPrabowo 
#MilenialPilihPrabowo",
2034,ⓤⓡⓐⓝⓖⓜⓘⓝⓐⓝⓖ,"I just tell you ..
Choose smart leader !! And @prabowo @sandiuno the leader of people's love  
@BBCBreaking @daily_politics
#2019PrabowoPresidenRI",
2035,Priyo Budi Santoso,"Propaganda diarahkan menggiring persepsi ke titik emosi ""suka atau benci"" maka diframing ""Prabowo penculik, pembunuh, diktator, pelindung kader koruptor, dsb"" - berbagai serangan hoax pun terus dirancang menyerang orang2 strategis pemenangan @prabowo ",
2036,"Pujangga_ 
�
#1 
�
 ��
 �‍♂️","Guru Besar Hukum Pidana Universitas Krisnadwipayana, Indriyanto Seno Aji, menilai capres 01 Joko Widodo sudah membuktikan integritasnya dalam penegakan hukum dan korupsi. Ide Terobosan Hukum Jokowi Dinilai Lebih Unggul dari Prabowo

https://www.infopresiden.com/2019/01/ide-terobosan-hukum-jokowi-dinilai.html …",
2037,Elwani Anwar,"@jokowi @ibuMegawatiSP @prabowo tips for President-Elect 2019: besides amendment to Constitutional: SPT1770-OP-LKHPN, shall IDENTIFY ""the Alleged Wrong Doers"". Perhaps,  there Might possibly be strong RESISTANCE; ironically from Law Makers & Enforcement? ",
2038,Rizma Widiono,"Ketua Umum PA 212 Mengaku Tak Tahu Posisinya di Tim Prabowo.

Posisi lu: Tugasnya  jual ayat. Terus teriak kopar-kapir, keren kan.? Dah gitu az. ",
2039,#RelawanProSandi Official,"Balita pun ikut #MilenialPilihPrabowo #2019PrabowoPresidenRI 

Mantulll...Nih Bocah-Bocah Nyanyinya, Ini Lagu Paling Keren Yang Pernah Gw Denger 

Naik-Naik...Prabowo-Sandi...Turun-Turun...JKW...

#PrabowoSandiSolusiNKRI",
