,Username,Tweet,Kelas
1314,mei Amoy kecil 他很米兰,"keren habis entar sandiga uno ikutan 
peluncuran Merchandise 
Jokowi- Ma'ruf Amin ",
1315,VIVAcoid,PKB Berharap Jatah 10 Menteri di Periode Kedua Jokowi ,
1316,IG #kolexihapix,""" Duh Jokowi menang telak. That was too easy for him heheheh ""

Hip hip hooraayy.... ",
1317,Capres Abadi,"Era Pak @jokowi kuliah, tuk mendapatkan IPk 3, memang butuh kerja keras. 

Perlu dicatat, era 80-an, era tumbuhnya kelompok studi.…",
1318,#01JokowiAmin,"BUNG KARNO 22X
SOEHARTO 32X
HABIBIE 1X
GUSDUR 1X
MEGAWATI 1X
SBY 2X
JOKOWI 2X
@prabowo LAIN X 
#AnakMudaPilihPrabowoSandi",
1319,Nadirsyah Hosen,"Final Australia Open

Novak Jokowi vs Rafael Nadir…",
1320,andiopxr,wong gendeng,
1321,Arsenio Wicaksono (PBUH),"The only thing that can be proud of secretly known to the outside world is, that we are the biggest ""mSLm"" (censored) in the world. As reminding of that Jokowi is going to the right. There's a big distinction between his rally now. In 2014, he is a proud metal candidate president",
1322,WCC JAWA BARAT,"#JokowiLagi
Jika Jokowi jadi Presiden lagi, kami memang tidak mendpt apa-apa & tidak menjadi siapa-siapa.

Tapi kami telah ikut berjuang menyelamatkan INDONESIA dari kekuasaan penyebar FITNAH & pengganggu PANCASILA!!! ",
1323,John Nelwan,Hahaha....,
1324,TEMPO.CO,"Jokowi Kerap Bawa Jan Ethes, Bawaslu: Bukan Kampanye ",
1325,Anthony Craig RN,@billshortenmp @ScottMorrisonMP @jokowi  @SadeBimantara @Menlu_RI @OHCHRAsia @UN_HRC                 SO IF CIVIL WAR STARTS IN WEST PAPUA AND INDONESIANS GET SLAUGHTERED WHO GOING TO BLAME WHO ? ITS THOSE EVIL SEPARATISTS. NO ITS THE EVIL COLONIAL MASTERS,
1326,"H. Moch.Herianto MM  
©️
 ™️",This country stands because it has the same desire to be free! Then a large national house was built which consisted of different cultural and religious tribes! God gives a tremendous blessing that is given by God great leaders! I am sure @jokowi can continue this struggle. ,
1327,Anna Suzann™,"Mungkin pak @jokowi ada waktu luang sedikit untuk membaca aturannya..

Monggo, pak.. ",
1328,kiv z#FNI,"Jawab HNW, Tim: Jokowi Tak Pernah Libatkan Jan Ethes untuk Kampanye
https://news.detik.com/berita/d-4402483/jawab-hnw-tim-jokowi-tak-pernah-libatkan-jan-ethes-untuk-kampanye …

""Pak Jokowi tidak pernah libatkan Jan Ethes untuk kampanye,"" ujar Ketua Tim Cakra 19, Andi Widjajanto.",
1329,Arsenio Wicaksono (PBUH),"Back to 2014 presidential rally,  Jokowi once vowed that if he was gonna be elected, our economic growth will be at approx. 7% in a fiscal year period. We have reached 2019 and not a single time we were close to the number vowed. The last time we reached 6%, were in 2012.",
1330,putrihidayat,Iyaaa... they should take someone their own size.... ,
1331,Monica,meooonnggg..,
1332,Riska Amelia,"Pak @jokowi pancen  ngene 

#01JokowiLagi 
#01IndonesiaMaju 
#JokowiUdahKasihBukti",
1333,Asa Sofia Hartono,Betul,
1334,Denny siregar,"Ga usah nyinggung2 cucu @jokowi lahh..

Nanti ada yang balas serangan massif ke anak @prabowo pada nangis..

Udah banyak yang gak sabar nih. Cuman pada santun aja.. ",
1335,detikcom,.@rockygerung menganggap gaya sederhana @jokowi tidak cocok untuk seorang kepala negara. Seperti apa penuturannya? #RockyGerung #Jokowi ,
1336,Mark Lee,Babe it’s Djokovic not Jokowi!!!! And anyhow we want Rafa!!! Bloody Indo’s!!!! @ Boomarang Bistro & Bar https://www.instagram.com/p/BtImXktlEmAbBgmrsoZzhdvHwPC3o9-hkaqbTQ0/?utm_source=ig_twitter_share&igshid=1d61kkiib057 …,
1337,Teddy Gusnaidi,"Kalau Prabowo dan sandiaga berbohong, jelas ada bukti rekamannya. Kalau Jokowi berbohong, itu fitnah, karena gak ada bukti rekamannya. Paling cuma judul berita, yang isinya ternyata, Jokowi tidak pernah berjanji. 

Anjing menggonggong, Jokowi berlalu..",
1338,#Salam1Jempol,"Bersatu & bergerak menuju kemenangan pak @Jokowi dan Kyai Ma'ruf
Wabup Kab Semarang dan Mas @juliaribatubara (Caleg DPR RI PDI Perjuangan) BerSATU utk memenangkan Jokowi Ma'ruf di Kab Semarang Dapil 2
#TerbuktiNgopeni  #01IndonesiaMaju
cc : @PDI_Perjuangan",
1339,Insya Allah #2019PrabowoPresidenRI,"CURANG  : Bagi-bagi Hadiah, Bawaslu Langsung Stop Kampanye Relawan Jokowi di Padang 
#AnakMudaPilihPrabowoSandi",
1340,Kartika Pratiwi,luarbiasa dukungan. jutaan bani Nahdatul Ulama rukun bopong @jokowi #jokowidicintairakyat #kitauntuksatu #HarlahMuslimatNU73 #SayaBanggaPresidenJokowi @ezkisuyanto @aryprasetyo @jajangridwan19 @airin_nz @semiaji_w @enny_endah @pemudatampan_ #SayaBanggaPres,
1341,#2019PrabowoPresidenRI,Prabowo-Sandi: Ipang Wahid (Anggota Timses Jokowi) Patut Diduga Terlibat Tabloid Indonesia Barokah https://bit.ly/2FSc18b ,
1342,budi,"Saya menolak Prabowo bukan karena benci tapi karena tahu track recordnya. Pun pilih Jokowi bukan karena cinta, tp karena belum ada yg lebih baik darinya.Jadi ngapain #AnakMudaPilihPrabowoSandi",
1343,Aivanie™,"All Debts for Productivity = Profitable.
The Most Profitable Debt = 
Debt for Housing coz Market Value of Housing always hike & 
Market Value of Vehicle/Gadget always decrease.

@jokowi @Beritasatu @psi_id @mediaindonesia @RadioSmartFM @Metro_TV @e100ss",
1344," ��
#2019 Mbah Owi Presiden# 
��",@jokowi  I Love You Pak Jokowi #01IndonesiaMaju ,
1345,CNN Indonesia,Alumni Universitas Andalas Deklarasi Dukung Jokowi di Pilpres   ,
1346,mei Amoy kecil 他很米兰,"Gerakkan Wadyabala Jokowi di Jerman 
 deklarasi dukung Jokowi -Ma'ruf Amin 
#JokowiAmin 
#JokowiHarapanPasti",
1347,"Mbak Ana/Khozanah  
��","Mrebes mili dengar sholawat Thola'al Badru yg di kumandangkan ibu2 Muslimat NU menyambut kedatangan Bpk Presiden  @jokowi 
Doa seorang ibu saja bisa menembus langit, apalagi ini doa ratusan ribu ibu2.
Doa buat keberkahan bangsa kita 
 #HarlahMuslimatNU73",
1348,Roccuzzo,"Deklarasi Para Kyai dan Habib dukung @jokowi @KHMaruf_Amin di Jawa timur
@MahesaTiwi
@projopusat 
@KerjaDuaPeriode 
@Ardhan_syahil 
#JokowiOrangBaik
#safarikebangsaanjatim 
#KembaliSandiwaraUno",
1349,nonie,Who's care???,
1350,Non Kafir,"- ga pake marah marah ga diliput media
- ga ribet ngitung jumlah kehadiran
- ga pake alumni alumnian",
1351,Joko Widodo,"Stadion Utama Gelora Bung Karno di Senayan, hari Minggu pagi, semarak oleh perayaan hari lahir ke-73 muslimat Nahdlatul Ulama. 

Selamat Ulang Tahun Muslimat NU.",
1352,Dewi,"Tidak mau kalah dari capres Prabowo yg terima dukungan seluruh alumni Perguruan Tinggi se Indonesia, kabarnya capres Jokowi akan terima dukungan dari alumni Sekolah Menengah Persiapan angkatan 76  ",
1353,Alfakir,"Maaf Pak @jokowi ...itu tugas nya bapak sbgai pemimpin utk mempersatukan. Bukan curhat ke publik.
Era sblm nya tdk pernah sy alami dan temui gesekan2 seperti di era bapak saat ini.…",
1354,jo harjanto,"Bersatu & bergerak menuju kemenangan pak @Jokowi dan Kyai Ma'ruf
Bup. Banyumas Ach. Husein dan Mas Adisatrya (Caleg DPR RI PDI Perjuangan) sosialisi utk memenangkan Jokowi Ma'ruf di Kec. Ajibarang, Banyumas.
#01JokowiLagi #01IndonesiaMaju
cc : @kangdede78 @ganjarpranowo",
1355,FERDINANDO,Activists urge Jokowi to retract remission for journalist’s murderer ,
1356,Rizma Widiono,"Terharu, melihat sambutan Muslimat NU yg begitu tulus kpd  Presiden Jokowi  

Presidenku 01 Jokowi 

#HarlahMuslimatNU73",
1357,Widiyanto,Lebay... ,
1358,"AnnaBänana 
�
 �
 �
 �
YellowAllTheWay 
�
 �
 �",#MuslimatMenangkanJokowi ,
1359,Teddy Gusnaidi,"Akun robot banyak yang sebarkan capture judul berita seolah-olah Jokowi ingkar janji, gak gue tanggapi. Tapi karena ada orang riil yang ikut menyebarkan, makanya saya publish ini. 

Monggo dibantah.. ",
1360,Tempo Nasional,Azyumardi Kritik Jokowi Soal Remisi Pembunuh Wartawan Bali ,
1361,abdul rahmat,@Menlu_RI kapan lelang kapal2 di trinidad and tobago kmi brhrp ada kepastian penjualan kapal PT Kwo jeng yg blm bayar gaji kami selama 2-3 thn kpda kmi 203 ABK yg blm di bayarkan ke kami sudah 5 tahun ini kami blm di berikan gaji oleh PT Kwo Jeng @jokowi ,
1362,Fadli Zon,Aksi Cukur Rambut Fadli Zon untuk Sentil 'Pencitraan' Jokowi ,
1363,Satya Jogja ( ꦱꦠꦾꦥ꦳ꦶꦠꦿꦶ ),"Dukungan kaum emak-emak pada paslon nomor urut 01 Jokowi-Ma'ruf masih solid. Hal ini trlihat kala Jokowi menghadiri peringatan Harlah Muslimat ke73. @TheArieAir
@RizmaWidiono @hana_4TAA
@HipHop74934648 @P3nj3l4j4h @JajangRidwan19 @Sarah_Pndj
https://news.detik.com/jawatimur/4402469/saat-emak-emak-muslimat-solid-dukung-jokowi-di-pilpres-2019?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1548578098 … #01JokowiLagi",
1364,#netizenmilenial,#safarikebangsaanjatim fine,
1365,Isnawan Aslam,"Ada kebingungan di TKN dalam  membranding Pak Jokowi:
* Dekat dg Islam?, tidak
* Pribadi sederhana?, gak laku
* Pemimpin amanah?, jauh
* Konsisten?, yg ada mencla-mencle
* Milenial?, nyatanya jadul
* Cermat?, kata Pak Wir grusa grusu
* Berwibawa?, gak blas",
1366,Tempo English,President Jokowi Calls on NU Women to Maintain Unity http://dlvr.it/QxZYHB ,
1367,Candra Venus,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,
1368,z̸yahdhan,"masih di seberang istana sang raja @jokowi 

#amt1095 
#amtpertamina 

@rockygerung @Fahrihamzah @KSPgoid @ptm_patraniaga @PERTAMINA_PUSAT @pertamina @anwar_palu @pointer_ID @opposite6890 @prabowo @sandiuno @Gamal_Albinsaid @PejuangFPI @egipejuangfpi @pejuang_Fpi @tvOneNews",
1369,@zaenal-tea,Gak mau ganti presiden kami hanya ingin tetap dia presidennya  kami merasa puas dengan hasil kerja pak @jokowi  gak perlu gagah untuk memimpin negri gak perlu banyak ngomong asal dia mau kerja membangun negri 2019 gak mau ganti presiden 2019 tetap jokowi #17AprilPilihJokowi,
1370,Nadirsyah Hosen,"Final Australia Open

Novak Jokowi vs Rafael Nadir

Siapa yg bakal menang yah?",
1371,Fii Sabiilillah,"6 kali pemerintahan yg sdh sy jalani pak...gak prnah melihat gesekan2 seperti pmrintahan bpk...bhkan awal mula pemerintahan reformasi pun msh dlm batas baik2 sj...

jd mesti nya bpk gak prlu tanya jengkel...kejengkelan itu bpk yg buat/org2 sekeliling bpk..

Masak sih gak paham jg",
1372,Beni Saputra,"Kami Warga NU Palembang bersama masyarakat membuka dialog,mau pilih mana Prabowo atau Jokowi,loh malah pada Milih Prabowo

Kami NU berakal sehat
@fadlizon @jokoedy6 @Fahrihamzah @rockygerung @swulll @MardaniAliSera @fahiraidris pic.twitter.com/WkSLX1RLhF",
1373,moddy soeharno,"Jadi inget pas SD  klo seusiaku ya #35yearschallenge 
.
.
.
.
.
Proud and happy we have you Mr. @jokowi #01IndonesiaMaju #01JokowiLagi #01 https://www.instagram.com/p/BtIbCjRHlfl/?utm_source=ig_twitter_share&igshid=3qggzdqz0ues …",
1374,"Nana 
�
#RI @JOKOWI FOR PRESIDENT",Aamin honey,
1375,dolin_simbolon 28,"Ternyata Prabowo menerima dukungan dari anak PKI

Saya cuma kasihan kepada para pendukungnya yang selama ini mainkan narasi kebangkitan PKI.…",
1376,Adhiadzikri,"Coba kalo Jokowi yang ngomong gini, bisa habis didemo sobat gurun sampai bersilit-silit.",
1377,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,"Karena politik belah bambu sampeyan Lik...
Hukum dan keadilan timpang. Sampeyan merangkul sebagian, tp memukul sebagian lainnya. 
Hukum hanya tajam ke lawan, tumpul ke kawan.. 
Itu...

Jokowi: Masyarakat Gesekan Karena Politik, Saya Jengkel Lihatnya
https://metro.tempo.co/read/1169162/jokowi-masyarakat-gesekan-karena-politik-saya-jengkel-lihatnya/full?view=ok …",
1378,Capres Abadi,"Dan juga Trimakasih utk Pak Menteri @Amran_Sulaiman1 yg sdh menjadi perpanjangan tangan pemerintahan Pak @jokowi, semoga melalui program pemerintah ini, para Santri bisa menjadi lebih sejahtera ",
1379," �
Airin_NZ 
�","Kaum Jeroan Onta selalu menzalimi dan Memfitnah Jokowi..
Apakah Jokowi Membalasnya..?tidak..Karna Jokowi tau bahwa itu perbuatan orang2 Pengecut. Yang hanya berani bicara dibelakang tapi takut utk berhadapan Langsung..

Kaum Jeroan Onta CUPU",
1380,Indah Hanifah,"Love you full Presiden Jokowi #Jokowi2Periode #Jokowi2Periode #jokowi2periode #2019tetapjokowi
 #2019JokowiKyaiMaruf",
1381,Hoax Membangun,I've just posted a new blog: Menganalisa Ilusi Denny Siregar Soal Jokowi Mirip Nelson Mandela ,
1382,Republika.co.id,Jurnalis NTB Desak Jokowi Cabut Remisi Pembunuh Wartawan ,
1383,Rudi Valinka #AManCalledAhok movie,"Bersyukur sajalah yg minoritas di Indonesia masih bagus kondisinya, coba lihat bgm muslim di negara maju yg notabene mayoritas Kristen. Tak ada libur idul Fitri apalagi Imlek.",
1384,@zaenal-tea,Jokowi begitu dicintai oleh semua golongan jokowi seorang pemimpin sejati jokowi presiden yg begitu cinta dn dicintai oleh semua golongan ayo kawan kita pilih @jokowi insa allah bersama jokowi #IndonesiaMaju  kita pilih yg mau kerja untuk membangun negri #17AprilPilihJokowi,
1385,Andie Peci,"Yo ayo tanda tangani 
Cabut keputusan Presiden @jokowi
@AJIIndonesia @aji_surabaya

Soal remisi terhadap pembunuh jurnalis AA Prabangsa - Tandatangani Petisi! http://chng.it/j6nBJG8L  lewat @ChangeOrg_ID",
1386,Nana,Kan bapak yg pernah nyaranin utk jgn takut berantem. Kok skrg jengkel?,
1387,TehBotol PedoHunt,"Sabun belum ada izin dibeli ,kalo lecet gimana 

Dinas Kesehatan Garut Tunggu Izin Sabun Pesanan Jokowi ",
1388,Luana,"Ibu2 Milenial Dukung JOKOWI
PRESIDEN 2019-2024

PILIH 01 JOKOWI-AMIN utk INDONESIA MAJU 

#01JokowiLagi
#01IndonesiaMaju 
#JokowiOrangBaik #17AprilPilihJokowi 

@ASapardan @RizmaWidiono @BadjaNuswantara @TheArieAir @andreOPA @P3nj3l4j4h @Aryprasetyo85 @Paltiwest @projopusat",
1389,detikcom,"Aksi @prabowo menggulung lengan baju disama-samakan dengan gaya menggulung baju @jokowi. Seperti apa aksinya? #Prabowo #Jokowi

via @20detik",
1390,Aisha Shaliha,"Debat fakta kok ngajak mubahalah, kalo memang merasa difitnah gampang aja tinggal keluarin ijazah elo yg asli. Ngakunya intelektual tapi ngajak mubahalah wkwkwk",
1391,kumparan,PKB menginginkan posisi menteri bidang ekonomi jika Jokowi menang di Pilpres 2019. ,
1392,Hcall.Me,"Presiden @jokowi menolak berkomentar soal remisi otak pembunuh Prabangsa. Ia minta wartawan nanya ke Kemenkumham, padahal remisi diberikan oleh Presiden. Sementara Kemenkumham kemarin kasih alasan nggak lucu soal penjara yang penuh. Masih ada yang mau mendongeng…",
1393,"Pelan-pelan, Awe!","Yang muter2 itu elo. Kmrn lo tuding Bobby kebagian proyek pemerintah krn ngerjain rumah subsidi. Ud malu ketauan rumah subsidi itu bukan proyek2an, lo muter lagi Bobby minjem BTN ut develop rumah.…",
1394,Roccuzzo,"Barisan Laskar Cakra mendukung Pak @jokowi @KHMaruf_Amin 
bersatu menangkan pemimpin yg kerja nyata
@KerjaDuaPeriode
@MahesaTiwi
@projopusat
@Paltiwest
#GakGalauLagi
#safarikebangsaanjatim
#HarlahMuslimatNU73",
1395,kemal.arsjad,Maha benar PKS dengan segala Doktrinnya,
1396,maria regina,"Prolognya akun atheis, dulu saya pendukung BTP & Jokowi. Saya kecewa dengan Jokowi. Sekarang juga kecewa dengan BTP kenapa begini kenapa begitu. Aneh bukan!",
1397,Young Lawyer,"Tau gak kenapa Grasi (pengurangan hukuman dr seumur idup jadi 20th) utk pembunuh jurnalis belakangan disebut remisi?

Agar tanggung jawab Grasi tsb jd beban menkumham.",
1398,ΛDV,so either Pak Jokowi.,
1399,Bekti_Handayani,"Sandi mengatakan tak ingin hukum dijadikan alat politik dan kekuasaan. Hamdallah ya pak di tangan pak Jokowi Hukum dapat berjalan baik dan tidak dijadikan alat politi serta kekuasaan seperti yang bapak mau.
#KembaliSandiwaraUno",
1400,Dimas Permana,"Presiden @jokowi mengapresiasi Deklarasi Anti Hoaks yang disampaikan Muslimat NU dalam acara Peringatan Maulid Nabi Muhammad SAW dan Hari Lahir Ke-73 Muslimat NU serta Doa untuk Keselamatan Bangsa di Stadion Utama GBK, Jakarta Pusat, Minggu (27/1) pagi. …",
1401,Stres Hari2,No comment,
1402,Pencari Kebenaran,"Ternyata emak-emak pun sudah pada tahu, Jika Jokowi-Maruf menang, posisi Maruf Amin sebagai wapres akan diganti Ahok si agen China-Cukong tak lama setelah dilantik

Akal bulus menipu rakyat",
1403,Prof. Yusuf L. Henuk,"LIVE:""Berpacu dalam IQ antara @ProfYLH ""Putra Rote"" -  Maulafa di NTT Pro-""Maneleo"" JOKOWI dari @jawapos& @sewordcom Boxing Club melawan Ir. Ferdinand Hutahean,SH,MH ""Putra Batak"" - Laguboti di SUMUT Pro-SBY dari @tribunnews Boxing Club 
(https://youtu.be/oh3HwIblj9M ). BRAVO @ProfYLH",
1404,Sekretariat Kabinet,"Presiden @jokowi dalam acara Peringatan Maulid Nabi Muhammad SAW dan Hari Lahir Ke-73 Muslimat Nahdlatul Ulama (NU) serta Doa untuk Keselamatan Bangsa di Stadion Utama Gelora Bung Karno (SU GBK), Jakarta Pusat, Minggu (27/1) pagi. ",
1405,Capres Abadi,"Iriana Widodo, sosok wanita tangguh yg ada di belakang Pak @jokowi 

Wanita yg sabar, yg rendah hati, ramah, penyayang, bijak, cantik, pintar, lemah lembut, dan masih banyak lagi hal, yg sy tdk bs ungkapkan dg kata² ",
1406,inisial (R),Dear Yth; @kotaindramayu @DitjenPbp_PUPR @Info_BinaMarga @KemenPU @jokowi @kabindramayu @SedulurSKS @PDI_Perjuangan,
1407,"Pelan-pelan, Awe!",Lebih ga pake otak lagi @awemany yang nganggap kalau bangun rumah subsidi itu berarti kebagian proyek pemerintah. Dan jauh lebih ga punya otak lagi ribuan orang yang percaya kebodohan awewe https://twitter.com/ony_anwar/status/1089413378903166977 …,
1408,GELORA NEWS,Deklarasi 31 Kepala Daerah Jateng Dukung Jokowi Akan Diadukan ke Bawaslu,
1409,detikcom,PBB resmi mendukung pasangan Jokowi-Ma'ruf Amin untuk Pilpres 2019. Apa kata Ketum PBB Yusril Ihza Mahendra? #Jokowi #YusrilIhza,
1410,sekadar mengingatkan,"Barisan Laskar Cakra mendukung Pak Jokowi KH Maruf #SafariKebangsaanJatim 
@MasCEPUK @Nisa_safiyaa @diasfaraa @diahbelia @DemplonMak @MahesaTiwi @HeruKurniadi999",
1411,EdiEndra09,The real power of Emak Emak,
1412,mei Amoy kecil 他很米兰,"Presiden Jokowi,Bu Iriana duduk berdampingan acara 
khusyuknya pak Jokowi dan Bu Iriana berdoa
#HarlahMuslimatNU73",
1413,Asep Rudi Hariawan,My President kereen abis,
1414,Effendi,"Di GBK Jakarta, dihadiri Jokowi. Di GBLA Bandung, dihadiri UAS. 

Jumlah peserta yang hadir di GBLA Bandung, jauh lebih banyak ketimbang di GBK Jakarta. 

Jokowi kalah pamor.",
1415,IG: panji_pradana9,"Aman ndan, kita bukan barisan grasa grusuk, kita cinta damai. Welcome @jokowi pd acara #HarlahMuslimatNU73 .

Dan, pasti bahwa #MuslimatMenangkanJokowi",
1416,Ulil Abshar-Abdalla,"Pada 1941, orang2 Liberal & Sosdem menyaksikan pertarungan 2 raksasa berdarah: Hitler va Stalin. Churchill & Roosevelt tak suka keduanya. Golput kah mereka berdua? https://twitter.com/nurdianarizal/status/1089045510315376641 …",
1417,ᬓᭂᬢᬸᬢ᭄ᬩᬸᬤᬶᬳᬲ,"Mas, Tuhan yang maha baik memang memberi manusia mulut utk bicara, tangan utk menulis dan kebebasan utk menggunakannya.
Tapi mas, dikalangan orang2 waras, kl anda menunjuk singa dan mengatakan itu tikus, anda samasekali tdk sedang mendegradasi singa. Anda menunjukkan siapa anda.",
1418,BRIGADE 01 JAWA BARAT,"#MuslimatMenangkanJokowi
#MuslimatandiGBK

Ulama ""Teguhkan Bangsa

#HarlahMuslimatNU73
#Harlah73MuslimatNU

Siapa Datang Mengancam Mu
Kan Binasa di Bawah Duri Mu ...

#JokowiSholatSubuhDiGBK 

@jokowi @PPMuslimatNU",
1419,Suandi Eduard,"Based on my last email, until now Sri Adi and the Islamic Government of Jokowi are still being infected by Javanese Terrorist Mind, there is no positive response #Javanese Terrorist Mind",
1420,Batak King,Love you FULL Ibu @susipudjiastuti ....,
1421," ��
THE COMMANDER 
��",stupid man,
1422,CoffeeLover,"Dayat @hnurwahid knp lu jadi gini ????????????????????
What’s going oN with you Dayat?",
1423,Meizar Assiry,Jokowi be like... ,
1424,Sekretariat Kabinet,"Presiden @jokowi mengapresiasi Deklarasi Anti Hoaks yang disampaikan Muslimat NU dalam acara Peringatan Maulid Nabi Muhammad SAW dan Hari Lahir Ke-73 Muslimat NU serta Doa untuk Keselamatan Bangsa di Stadion Utama GBK, Jakarta Pusat, Minggu (27/1) pagi. ",
1425,nakuLa,"Haasil Rakornas beda dengan keputusan dewan syuro?
Teorinya beda,
Praktek nya sama.
Di bilik suara PBB akan pilih Wowo.

Apa tujuan deklarasi dukungan Jokowi?
Kubu PBB/Capres #02 berharap makin banyak pemilih Jokowi/Minoritas yang Golput karena menganggap Jokowi pro Radikalis. ",
1426,Levontrapp,Just like Trump saying the media news are fake ,
1427,Nabilah Ratnasari,"I liked a @YouTube video http://youtu.be/MAmUlnwXrqw?a   ichi Leonardo - 2019 JOKOWI 2 PERIODE Lagu.. #2019JokowiKyaiMaruf
 #2019JokowiKyaiMaruf",
1428,Prof. Yusuf L. Henuk,"""DUEL TERHEBOH 2019"":Terhitung 17-25/1/2015 terjadi duel terheboh di media sosial antara @ProfYLH -""Putra Rote"" asal Maulafa  NTT Pro-""Maneleo"" @jokowi di ISTANA BOGOR  berhasil memukul ""TKO"" Ir.@Ferdinand_Haean,SH,MH -""Putra Batak"" asal Laguboti di SUMUT Pro-@SBYudhoyono-CIKEAS",
1429,ILo Sanre,"Yenny Wahid: Ibunda Presiden Joko Widodo dari Dulu Hingga Sekarang Ikut Pengajian Muslimat NU

#HarlahMuslimatNU73 

…",
1430,CNN Indonesia,Yenny Wahid Sebut Warga dan Muslimat NU Merasa Dekat Jokowi   ,
1431,Bambang Pe,Klaarr sama 1 orng UAS,
1432,Republika.co.id,Yenny Wahid: NU Punya Kedekatan Khusus dengan Jokowi  ,
1433,detikcom,Timses Prabowo akan melaporkan acara deklarasi dukungan 31 kepala daerah di Jawa Tengah untuk Jokowi ke Bawaslu. ,
1434,Effendi,Saya nemu ini ,
1435," ��
 �️
 �
 �
 �
Iwan Kurniawan  
�
 �
 �
 �️
 ��","Keep Calm...Tetap Dukung Presiden @jokowi ..Tetap dukung Orang Baik...

Jangan lupa 17 April 2019 Jangan Lupa Pilih #01JokowiLagi 

#01JokowiAmin 
#01IndonesiaMaju 
#01JokowiBersihMerakyatKerjaNyata",
1436,"Penjaga NKRI 
��","Presiden @jokowi sudah bersama ratusan ribu Muslimat.

Presiden muslim yang disayang dan dicintai umatnya.

#HarlahMuslimatNU73 
#MuslimatMenangkanJokowi 
#MuslimatNUhijaukanGBK 
#MuslimatNUJagaAswaja",
1437,Iman Brotoseno,"Kalau Bawaslu memutuskan ini tidak masalah dan tidak dilarang. Ya karena isinya seperti media lainnya. Jangan dibandingkan dengan media fitnah seperti Obor Rakyat yang artikelnya berjudul Ayah Jokowi Tionghoa, Partai Salib Pendukung Jokowi, Disandera cukong dan misionaris.",
1438,Kompas.com,"Jokowi berpendapat, akan sangat baik jika semua elemen masyarakat menyampaikan hal yang sama, melawan hoaks. http://dlvr.it/QxZFS1 ",
1439,Iman Brotoseno,"Habis baca Tabloid Indonesia Barokah. Isinya 10 tokoh Islam dinobatkan jadi pahlawan, Reuni 212 : Kepentingan Umat atau politik, Prabowo marah soal media, Kasus RS, HTI, Jokowi bantu Pesantren dsb. Dimana fitnahnya ? Obor Rakyat judulnya Jokowi PKI, Jokowi anak Oey Hong Liong dsb",
1440,azmi,Kibul in action.,
1441," ��
 ��
 0️⃣
 2️⃣
 ✌�
 ��","Satire Ala Pak Prabowo (Gulung lengan kemeja). Yang nonton debat perdana kemarin sampai kelar, pasti paham heheheheh…",
1442,PUTRA MELAYU,AJI dan Wartawan di Pekanbaru Demo Minta Presiden Jokowi Cabut Remisi Pembunuh Wartawan di Bali - Cakaplah - Berpikir Berbuat Bercakap ,
1443,Muslim Cyber Army,"Novel pertanyakan keseriusan Jokowi dalam memberantas korupsi dan menangani teror aparat KPK.
''Ini seperti dibiarkan oleh pemerintah. Apakah pemerintah benar-benar serius memberantas korupsi?"" ",
1444,Sekretariat Kabinet,"Presiden @jokowi didampingi Ibu Negara Iriana Joko Widodo menghadiri acara Peringatan Maulid Nabi Muhammad SAW dan Hari Lahir Ke-73 Muslimat NU serta Doa untuk Keselamatan Bangsa, di Stadion Utama Gelora Bung Karno, Jakarta Pusat, Minggu (27/1) pagi. ",
1445,"Habib Lembut  
�",Jan ethes for Presiden 2039,
1446,"p i t a l o k a  
��",Cool,
1447,Rois nur ihsan,"Kedatangan presiden @jokowi disambut meriah dengan lantunan solawat nabi.
#HarlahMuslimatNU73 
@qitmr @bowo_swp @amrudinnejad_ @EdyGypsum @GPAnsor_Satu @towus_AY",
1448,Antaranews English,President  Jokowi calls on NU women to maintain unity ,
1449,Fadli Zon,"Disebut Plagiat Jokowi, Fadli: Biar Rakyat Lihat Pencitraan Keterlaluan ",
1450,indralogy #FNI #JJ,"Gw pesen teh poci disuatu resto dilayani waitress
G : mbak aku pesen teh poci n french fries
W : baik pak,..maaf atas nama siapa? 
G : milenial penjaga jokowi
W : ahh mas ternyata orang baik
G : drimna tau kalo saya orang baik? 
W : mas dukung orang baik soalnya
#JokowiOrangBaik",
1451,William Runturambi,Cool bro ,
1452,JOKOWI@FANSCLUB indo,"Subhanallah....
Presidenku 01 kerennn 

#HarlahMuslimatNU73 ",
1453,jimzrock,"Ai don rid wot ai sain.. As simple as that,  and so silly to know that is our national leader.",
1454,Pribumi Kawe,"11  12  - IDEM 
 
Pujian Ibu Susi _ Jokowi Itu Seorang Presiden Yg Berani dan Seorang Pribadi yg Luar biasa Berani dalam mengambil Keputusan 

Jokowi Luar Biasa Beliau betul2 Ingin Membangun Indonesia dgn Misi nya Laut Masa Depan Bangsa , Ujar nya 
#01JokowiLagi 
#01Indonesimaju",
1455,#99,Sama sekali tidak sama saja. Dalam kasus Freeport Prabowo secara terbuka lebih mementingkan kepentingan AS sedangkan Jokowi fight untuk menguasai 51% saham Freeport ,
