,Username,Tweet,Kelas
251,Abu Uwais,"Koq Lucu ya..saat debat pilpres nanti paslon 01 akan diwakilkan oleh timsesnya, lah gimana? Ini yg maju jd RI-1  timses nya apa #Jokowi sih, Kayaknya @jokowi gak pede nih,khawatir  diputar ulang cuplikan debat pilpres 5th lalu ya pak...
#pilpres2019 #JokowiAmin #PrabowoSandi",0
252,Prijanto Rabbani,"Kemenangan Anies-Sandi di #PilkadaJakarta adalah bentuk sayang Allah kepada warga Jakarta khususnya dan Indonesia umumnya. 

Ayo diulang di #Pilpres2019 

#iDeasRabbani",0
253,Nephilaxmus,"Top 3 tagar dominan #pilpres2019 di minggu terakhir penghujung tahun 2019. Sejak dideklarasikan, tagar #2019GantiPresiden menjadi tagar paling dominan sampai akhir tahun 2018.",0
254,Septian Hartono ن,"Year-end note: Three months plus into the presidential campaign, we are still none the wiser about what the candidates are going to do after they are elected. Instead we are stuck debating religious competency of each candidate. Sad! #Pilpres2019",0
255,berita-pilpres2019,"@AndiArief__  Tantang @jokowi Donor kan mata...  (pernyataan yang out of the box, and i think also out of the brain)

https://berita-pilpres2019.blogspot.com/2018/12/andi-arief-tantang-jokowi-donor-mata.html …

#pilpres2019 #2019GantiPresiden #2019G",0
256,KOTAK IDE INDONESIA,The real winner is to be the one #jokowi2periode #dprd #dprdjakarta #partaisolidaritasindonesia #indonesiacreative #pilpres2019 #dpr #susipudjiastuti #butuhdesign #butuhlogo #umkm… https://www.instagram.com/p/BIQB4OOg8x2/?utm_source=ig_twitter_share&igshid=1lrmkx6pcui0k …,0
257,h a n d o y o,"Love this moment 
#Kenangan2018Ku 
#01JokowiLagi 
#02prabowosandi 
#pilpres2019 
#pilpresdamai",0
258,Dr Alexander Arifianto,"PSI Kecam Pengedit Video Ucapan Natal Ma'ruf Amin dengan Mengenakan Topi dan Jubah Santa

http://m.tribunnews.com/amp/pilpres-2019/2018/12/25/psi-kecam-pengedit-video-ucapan-natal-maruf-amin-dengan-mengenakan-topi-dan-jubah-santa …

…",0
259,Dr Alexander Arifianto,Ma'ruf soal Jokowi Kader PKI: PKI Mata Lu http://cnn.id/356094?s=tw&ca=cms&m=oa …,0
260,K.H. Ma’ruf Amin,"Saya doakan supaya cepat sembuh, kalau yang meninggal agar diterima Allah SWT dan keluarganya diberi kesabaran dan kita mohon supaya nggak ada kejadian ini lagi, cukup ini aja.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 #Tsunami #SelatSunda #PrayForSelatSunda #Banten",0
261,K.H. Ma’ruf Amin,"Saya sangat prihatin dan saya merasa apa yang mereka rasakan saya rasakan kebetulan saya berasal dari Banten jadi merasa mereka adalah saudara-saudara kami se-kampung se-daerah.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 #Tsunami #SelatSunda #PrayForSelatSunda #Banten",0
262,Dr Alexander Arifianto,"Memo to #Prabowo: #Indonesia is not like Africa both economically and politically. The last time it shared similarities with African countries was during his ex-father in law's despotic rule, #politikindonesia, #pilpres2019 http://m.tribunnews.com/amp/pilpres-2019/2018/12/24/prabowo-kita-setingkat-negara-miskin-di-benua-afrika-ada-rwanda-haiti-kalian-tidak-tahu-letaknya …",0
263,detikcom,"KPU memutuskan kotak suara Pemilu 2019 menggunakan bahan kardus kedap air. Memunculkan polemik, mengapa KPU memilih kotak kardus? #KPU #kardus #pilpres2019 #pemilu",0
264,Relawan Jokowi Sumsel,Pray For Anyer #2019JokowiKyaiMaruf #2019TetapJokowi #TetapJokowi #IndonesiaMaju #Jokowi #jokowidodo #indonesiajuara #MarufAmin #JokowiAmin #Jokowi1KaliLagi #JokowiLagi #pilpres #pilpres2019 #GenerasiOptimis #4TahunJokowi,1
265,K.H. Ma’ruf Amin,"Beberapa Hari lalu, Saya menerima kunjungan @NajwaShihab di Kediaman Situbondo. Seru sekali diskusi kita. 

#MarufAmin #Jokowi #JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 ",0
266,"#2019PrabowoPresidenRI  
��","Beginilah kelakuan Biadab Masa Banteng ini,Pemilu blm Berlangsung saja sdh ngamuk-ngamuk begini, gak Kebayang gimana nanti #Pilpres2019 Keok?  

Mari Waspada Brader  !

#TenggelamkanPartaiPenista 
#TenggelamkanBanteng 
#2019GantiPresiden 
#2019PrabowoSandi pic.twitter.com/xNDp8xZMBR",2
267,EMPOWER INDONESIA,"to become prime minister (leader), 
the heart must be large enough to fit a ship in.
-old Chinese sayings
#tahunpolitik
#Pilpres2019",0
268,detikcom,"Cawapres nomor urut 01, Ma'ruf Amin, siang tadi ditemui oleh artis Raffi Ahmad. Apa yang disampaikan? #Pilpres2019 ",0
269,SERUJI,"Patuhi Ijtima Ulama, Kader dan Caleg PBB DKI Deklarasi Dukung Prabowo

#AkuSERUJI
#DeklarasiDukungPrabowo #Pilpres2019",0
270,KELVIN,"FULL VIDEO KLIK LINK  https://www.instagram.com/p/BrtosqNB6Fo/?utm_source=ig_share_sheet&igshid=yzbo8gxfqvd3 …
#Pilpres2019 #Pemilu2019 #pemilu #Pemiludamai #JokowiMembangunDesa #prabowo #pemuda #Indonesia",0
271,Colum Graham,"Skepticism, full of sided judgement, ekstrim ttg radilkalism, all bad thought..Hmmmmm ... poor  of you to have all those toxide in mind.  ",0
272,Prijanto Rabbani,"#Aksi212 dan #ReuniAkbar212 adalah bukti umat Islam adalah kekuatan yang besar! 

Dan di #Pilpres2019 sepertinya kekuatan ini melabuhkan pilihannya ke @prabowo 

Maka wajar bila @jokowi dan pendukungnya blingsatan, ketakutan. 

#iDeasRabbani",0
273,Dr Alexander Arifianto,IPW Duga Prabowo Tengah Siapkan Kerusuhan Pasca Pemilu http://brt.st/64zl ,0
274,Fraksi Partai Demokrat DPRD Provinsi Jawa Barat,"Ketua Fraksi FPDDPRDJabar ( @a_wahyuwijaya ): Di #Pileg2019 & #Pilpres2019 nanti peran ibu-ibu begitu sangat penting, sosok ibu adalah guru pertama bagi Pemilih Pemula,para Ibu harus mengerti politik, agar dapat memberikan edukasi menjadi pemilih cerdas #SelamatHariIbu",0
275,VOA Indonesia,"Calon presiden nomor urut 02 Prabowo Subianto beberapa kali meniru Presiden Amerika Donald Trump. Mulai dari menuding ‘media pembohong’ hingga menggunakan slogan ‘Make Indonesia Great Again’. Menurut kamu, apa tujuan Prabowo meniru Trump?

#Pilpres2019 #Jokowi #Prabowo #Trump",0
276,ⓜⓤⓓⓙⓘⓑ,"Gak jadi banggain Imam Nahrawi, akhirnya banggain imam sholat.  #jumatberkah
#pilpres2019 #gembira #2019GantiPresiden",0
277,Galuh A. Kusuma,"Appreciate https://www.instagram.com/p/BrmOoRRHbs7/?utm_source=ig_share_sheet&igshid=hf09zc8p26a7 …
@aniesbaswedan 
#2019GantiPresiden #Pilpres2019",0
278,Hamsiah Jalil,"Musim hoax

@Kalselsatu @SosmedTKN01 

#01indonesiamaju #01jokowilagi #jokowi #jokowisekalilagi #2019pilihjokowi #2019pilihmaarufamin #tkdkalseljokowimaaruf #tinggalbilangamin #nangnginihajagin #pilpres2019 #jokowibekerja #jokowimaarufamin #2019tetapjokowi #indonesiahebat",0
279,ANDRIAN HABIBI,"""""Game of Presidential Throne"""" https://www.kompasiana.com/andrianhabibi/5c02e7ef43322f0396647606/game-of-presidential-throne …

Antara pro @jokowi dan pro @prabowo melawan the online walker  #kotaksuara #Pemilu2019 #Pilpres2019",0
280,blaraksineret,"face to face

#pilpres2019 
#tvone https://www.instagram.com/p/Brb5uX1FbCs/?utm_source=ig_twitter_share&igshid=12axbbljokl7c …",0
281,Dr Alexander Arifianto,"In a study of 12 survey, the electability of #Indonesian President #Jokowi-Maruf pairing has declined while his rival #Prabowo-Sandiaga pairing has gone up, says Para Syndicate research house http://kom.ps/AFyofz ",0
282,#RanupsPrabowoSandi Akun Official,"Kegilaan @KPU_ID tak bisa ditolerir! Kotak transparan diterjemahin dg #KotakKardusPemilu itu DUNGU!!

Bahan yg kuat dan tahan pecah dan air selain Aluminium banyak ! 
Kok bisa2nya terpilih KARDUS utk tempat suara #Pilpres2019 ??
#2019GantiPresiden #TolakKotakKardusKPU",0
283,Prijanto Rabbani,"Bupati Cianjur terkena OTT KPK, rakyatnya bersuka-cita. Ciri pemimpin tak disukai rakyat. 

Sangat mungkin bila nanti @jokowi kalah di #Pilpres2019 rakyat pun akan melakukan hal serupa. 

Tanda-tanda tersebut makin nyata! 

#iDeasRabbani",0
284,Yayat Ruhiyat,Mendingan kaya gini desainnya.  Ya lebih aman dr kardus  ,0
285,"Honey Bee... 
�
 �
 ❤","Busyettt daah.....

Dari kardus cuuuuy....., digembok pulak tuh

Ga perlu digembok juga gw tumpahin aer doank tuh kardus suara bakal melempem...

Apa perlu gw sumbang kaleng krupuk agar sedikit lebih aman...

#pilpres2019 ",0
286,Prijanto Rabbani,"Diakui atau tidak @sandiuno telah menjadi sosok yang mampu mencuri perhatian dalam kontestasi #Pilpres2019 

Emak-emak, kaum milenial dan penggiat UMKM sudah identik dengan dirinya. 

Jokowi dan Ma'ruf Amin, apa identiknya? 

#iDeasRabbani",0
287,"MiRa 
�
#JokowiOrangBaik 
�","Alhamdulillah akhirnya fitnah yang di hembuskan selama ini terbukti hanya sekedar bualan

Bangkai tetaplah bangkai yang bau busuknya akan…",0
288,Dr Alexander Arifianto,"Although a bit dated, this article is thought-provoking.  #RSISIndonesiaProgramme's own fieldwork in the past few months also confirm this findings, #pileg2019, #pilpres2019, #politikindonesia, https://www.aspistrategist.org.au/simultaneous-indonesian-elections-could-kill-off-smaller-parties/ … via @aspi_org",0
289,Vitto EStore.id,"Take a look! (link: http://bit.ly/2TLt0fR ) or http://bit.ly/2zoiUZN  .
#terbaru #fashion #setrika #pilpres2019
#HariHAM
#Harbun61
#HumanRightsDay
#MAMARedcarpet
#2018MAMA
park jaehyung
Bears
Rams
Mitch
EU Court",0
290,Aluk Totemo,"Put love and humanity above politics.
#Pilpres2019",0
291,kanuragan art game,DOWNLOAD LINK(YOUTUBE description)https://www.youtube.com/watch?v=Bck8ePvIMyw … ,0
292,Bigg Boss Radio,"Hashtag maker
Testrun.
#primaveraverao2019 #2019gantipresiden #newbalance #newzealand #years #newyork #happynewyear #1year #verao2019 #verão2019 #newcollection #oneyear #new #newyearseve #pilpres2019... https://www.facebook.com/100004941992093/posts/1083954471779276/ …",0
293,Alief Maulana,"Whatever who is the president, it never changed 360° the real you. Without hardwork, poorman always be a poorman #pilpres2019",0
294,Francis,Will identity politics rears its head again in Indonesia? #IdentityPolitics #Pilpres2019 https://www.straitstimes.com/asia/se-asia/identity-politics-rears-its-head-again-in-indonesia …,0
295,"MiRa 
�
#JokowiOrangBaik 
�","Cak Nanto: ""...Orba secara biologis bisa direpresentasikan pada kekuatan politik Prabowo...""
https://m.republika.co.id/berita/nasional/politik/18/12/06/pjbknr320-tanggapi-kampanye-orba-cak-nanto-gaya-orba-masih-berlaku …
#Pilpres2019 @Y_Radianto @semiaji_w @RizmaWidiono @herilatief @GenotNoto @kangdede78 @Airin_NZ @muhammadiyah",0
296,Kelurahan Kencana,"Penyerahan Daftar Pemilih Tetap Hasil Perbaikan (DPTP) ke 2 yg diserahkan PPS kpd Lurah n Babinsa #Kel_Kencana @KecTanSarBogor 
Tercatat hak pilih di Kel.Kencana sebanyak 12901 orang. 
@PemkotaBogor @KPUKotaBogor @KPUKotaBogor @bagpemkotabogor @AyoBogor
#Pilpres2019 #pileg2019",0
297,Kelurahan Kencana,"Penyerahan Daftar Pemilih Tetap Hasil Perbaikan (DPTHP)  ke 2 #Kel_Kencana @KecTanSarBogor kepada perwakilan parpol peserta #pemilu2019 oleh PPS setempat

@PemkotaBogor @KPUKotaBogor @bagpemkotabogor @AyoBogor 

#Pilpres2019 #pileg2019",0
298,"JON 
✌️
| #2019AwalPerubahan","Antisipasi Kecurangan, Prabowo Gaungkan Program Periksa DPT #Pilpres2019   #prabowo",0
299,Paké Faqih,"Kalau ditanya, kenapa berharap #2019GantiPresiden, bukan saya benci Pak @jokowi atau mengkultuskan Pak @prabowo. Sebagai muslim (dan rakyat NKRI), saya harus selalu berharap bahwa hari esok harus lebih baik daripada hari ini. Mungkin dg ikhtiar di #Pilpres2019 itu bisa terwujud.",0
300,Rizal Zulkapli AWANI,"Apa impian pengundi muda #Indonesia? Bagaimana isu agama & identiti dimainkan calon #PilPres2019? Bersama Pak Karim Raslan @fromKMR, #AWANIGlobal 11 malam ini, di http://astroawani.com/live-tv  dan Saluran @501Awani",0
301,"MiRa 
�
#JokowiOrangBaik 
�","Spanduk provokatif @jokowi Ternyata Baru kemarin, selasa, dicabut oleh bawaslu.dki  https://m.republika.co.id/berita/nasional/politik/18/12/05/pj9b1x409-bawaslu-dki-copot-spanduk-provokatif-jokowi-antek-pki …
Kemarin (Selasa) pagi sekitar pukul 09.00 WIB sudah dilakukan penurunan..""
#Pilpres2019 @nawacitaku @Consheraa @TheArieAir @harihariono1 @webwarouw1",0
302,Prijanto Rabbani,"Semakin terbukti tesis saya bahwa pasca #Aksi212 lanskap politik umat Islam ke kanan. 

Maknanya semakin muncul kesadaran yang kuat dan massif, bahwa Islam dan politik tidak bisa dipisahkan. 

Dan ini akan menjadi penentu wajah dan hasil #Pilpres2019 

#iDeasRabbani",0
303,Prijanto Rabbani,"Paparan Rico Marbun dari Median dalam #ILCPascaReuni212 tadi malam sangat jelas, bagaimana peta politik saat ini dan di #Pilpres2019 

#PilkadaJakarta akan terulang! 

#iDeasRabbani",0
304,"Honey Bee... 
�
 �
 ❤","Done...

Gosah terpengaruh ma vote na mreka..., calm aja.

Yg penting hasil nyata aja ntar di #pilpres2019",0
305," ��
TEH  
☕
TJEMPLUNG™ 
��","NgeTeh Pagi Bersama #PrabowoSandi 

Kampanye itu Asyik
Adu Kreatifitas, Bukan Adu Fitnah
Salam Indonesia

Belum nge @tehtjemplung ?
Klik di bawah ini
http://bit.ly/tehtjemplungpromo …
..
#ILCPascaReuni212
#2019GantiPresiden #PrabowoSandi #PrabowoBersamaUlama #Pilpres2019 ",2
306,Dr Alexander Arifianto,Entengnya Buya Syafii Maarif menolak Perda Syariah. Sehat selalu Buya ,0
307,#ElSang #AcehSelatan,"4. #TemankuMasukIstana

Oh ya! Dia tau ""standing""ku #PrabowoSandi 

Dia tau aku dukung #2019GantiPresiden dan dia puji kekuatan yg dukung @prabowo 

Dia berharap siapapun pemenang #Pilpres2019 hrs bisa kembalikan pemerintahan yg tak koruptif dan bisa dikontrol presiden",2
308,Vitto EStore.id,"Take a look! link: http://bit.ly/2TLt0fR  or http://bit.ly/2zoiUZN  .

 #terbaru #fashion #setrika #pilpres2019 

#Google4ID

#AlyaTop30MissWorld

#CaptainMarvel

#GoogleForWonderfulIndonesia

Camila

Brie Larson

Thanos

Mark Sanchez

Redskins

PayPay

Wentz

Colt McCoy",0
309,Eko Harry,"Step by step ya Pak? 

#Jokowipresidenku #Rekanjokowiriau #AyoTerusKerja #Indonesiakuat #Pilpres2019 #Pemilu2019 #Pemiludamai #Presidenjokowi #Election #Indonesiamemilih #Jokowilagi #Jokowi #Jokowi1kalilagi #Indonesiabekerja",0
310,Julia Katin ID - IG @juliakatin,We shouldn't be odd of hoax in election season. Pilih capres: #01IndonesiaMaju #Pilpres2019,1
311,Barisan Relawan Prabowo-Sandi,"MARI BERJUANG BERSAMA SELAMATKAN INDONESIA BERSAMA PRABOWO-SANDI
#2019prabowopresiden
#2019prabowosandi
#indonesiasejahtera
#prabowosandi
#komandoibhrs
#pilpres2019
#gerindra
#prabowo
#barpas
#okoce",2
312,SERUJI,"Tak Ada Pelanggaran, #Bawaslu Nilai Reuni 212 Bersih dari Kampanye

#AkuSERUJI
#Pilpres2019 #Reuni212",0
313,Pasivis Medsos,"Iseng ah, siapa tau ada yang ngelirik, liat-liatan, jatuh hati, dan cinta mati.

Belum dijual resmi, rencananya PO aja. 

#politigue #kaos #pemilu2019 #Pilpres2019

Lain-lainnya di Instagram @ politigue https://instagram.com/politigue?utm_source=ig_profile_share&igshid=8k2oai87h5tv …",0
314,"MiRa 
�
#JokowiOrangBaik 
�",Nah.. Panitia Reuni PA 212 idemdito BPN PraboSan ternyata Geraken Politik Pemenangan Paslon no:2 #PrabowoBersamaHTI #pilpres2019 @Consheraa @FaGtng @heniunique @harihariono1 @TirtoID @TheArieAir @JajangRidwan19 @nahdlatululama @rocky_garing @V_Stone_Kardol pic.twitter.com/6iWzpUdDzN,0
315,Ericssen,"I covered “The World in 2019” Gala Dinner by @TheEconomist last Tuesday. Had a quick interview and picture with Indonesia’s Strongman and Presidential Candidate General Prabowo Subianto @prabowo. 
I wished him all the best for his 2019 campaign 
#Pilpres2019 #TheWorldIn",0
316,Wahyu Manitis,"Saya juga kadang-kadang heran gitu loh.. Ada yg hobby nabok mulut sendiri... :-)

(Vid. @BinNuh_ )",0
317,"MiRa 
�
#JokowiOrangBaik 
�","Hasil Kerja Pakdhe @jokowi Menyentuh Hati Rakyat, jg Rasa Aman& NyamanWalau Membangun Budaya Kerja msh sulit, krn akibat 32 thn Budaya KKN, smg tradisi Kerja""' bisa menjadi panutan&Semangat Baru, demi menuju #indonesiamaju #Pilpres2019 #JokowiLagi #JokowiMembangunIndonesia",1
318,Jaka,"Absolute power tend to corrupt
#PanamaPapers #Pilpres2019",0
319,Maya Kartika,"Australia's Israel Embassy has become #Pilpres2019 issue between both camps because there are just too many economic issues being politicised - repetitive, waning and public will be bored eventually. Finally now both camps are tapping into foreign policy sphere.",0
320,ANU Asia & the Pacific,"LISTEN: https://bit.ly/2BE2SN1 
Episode 3 of @newmandala's #Audiopelago podcast: George Quinn and Bayu Dardias from @ourANU ask why Indonesia’s mostly-Javanese presidents and presidential candidates seem reluctant to speak Javanese in public. #pilpres2019 pic.twitter.com/kFIyvO2pLA",0
321,polsek kejajar,"#Repost cyber.nasionalis(repost_via_instant)Stop hate speech, dilarang
.
.
 #lawanhoax #indonesiatanpahoax #pilpres #provokasi #provokator #pilpres2019 #pilpresdamai #sayapancasila… https://www.instagram.com/p/BqvnM8-lZzD/?utm_source=ig_twitter_share&igshid=1f5xw6u3g1wll …",0
322,Let's be Muslim,"""Bapak Prabowo Subianto, mari bergandengan tangan untuk menhadirkan kembali kedaulatan NKRI ini,"" kata Nining Tedjaningsih, cucu Jendral Soedirman, saat deklarasikan diri dukung Prabowo-Sandi pada #Pilpres2019.

#AyoLebihBaik #2019GantiPresiden",2
323,#2019PrabowoPresidenRI,"Jogjakarta 28/11/2018
Pertemuan bapak @prabowo dgn Bapak Syukri Fadholi wakil FUI Jogja. 
Merdeka!

#gpktimurkotajogja
#gpkjogja
#2019GantiPresiden
#2019prabowopresiden
#gpkkhittahjogja
#pilpres2019
#prabowosandi2019
#adilmakmur pic.twitter.com/r3AqdWozrx",0
324,Ericssen,"“#TheWorldIn 2019” Gala Dinner by The Economist 
Prabowo @prabowo: “The majority, they want change. They want clean government. They are fed up with corruption. It’s just too much. They see injustice...there’s no hope for the young of Indonesia, they want change” 
#Pilpres2019 ",0
325,Ericssen,"Pilpres 2019: ""He @prabowo also said that the majority of Muslims in Indonesia were moderate and had “grown tired” of being associated with radicalism"" http://www.thejakartapost.com/news/2018/11/28/presidential-contender-prabowo-wants-peaceful-transfer-of-power.html … #Pilpres2019 #TheWorldIn",0
326," ✌️
 �
 ��
Bidadari.Surga 
��
 ��
 �
 ✌️","Hajar beh babe....@haikal_hassan.      
. 
. 

#sandiagauno 
#prabowosandiagauno 
#prabowo 
#caprescawapres2019
#pilpres2019
#padi
#pepes
#partaiemakemak
#sudahsaatnyaprabowosandi
#adilmakmur
#milenial
#ilcmasjidterpaparradikal - #regrann - #regrann",0
327,"Honey Bee... 
�
 �
 ❤","Heyoooh.., salah satu stasiun tv swasta di Indonesia dah terang2an dukung petahana
Trus Wahai Manusia..., loe mau kita2 ini percaya klw ntar pas #Pilpres2019 ente bakal ngasi berita yg seimbang??
Sorry yaa.., chanel ente dah sirna dari saluran tv gw

#2019PrabowoPresiden",0
328,Rengga Felamona,"Even though I think my list is not “strategic enough” for the candidates, if they touch the topic a lil bit, they’ll have my sympathy but not necessarily my vote - yet

Disclaimer: I put down the list without looking at any stats  like a “good” swing-voters we are #PILPRES2019",0
329,yaya nh,"Seorang perawat gigi, Subaidi di Kabupaten Sampang, Jawa Timur tewas ditembak karena masalah status soal Pilpres 2019 di media sosial. Pelaku penembakan ditangkap Tim Reskrim Polres Sampang. Pelaku…",0
330,Dr Alexander Arifianto,Here's the open and downloadable working paper version of the paper http://www.smeru.or.id/en/content/cards-poor-and-funds-villages-jokowi%E2%80%99s-initiatives-reduce-poverty-and-inequality … via @SMERUInstitute https://twitter.com/pscindo/status/1064361119236718592 …,0
331,SharpButSoft,"Hoax vs Hoax

#pilpres2019",0
332,Takhasasu Adkha,"the true leader never declared himself worthy. because the person giving the assessment is not himself, if he himself wants to be served by whom? #Pilpres2019",0
333,#2019AwalPerubahan,"Begitulah, 
Indonesia ini disusun oleh ide2. Dan kita semua mustahil memimpin Republik ini tanpa memahami idenya berasal dari Mana. Maka memilih pemimpin RI adalah mengetahui apa ide yg Ia bawa. Bukan ketampanan, keunguan atau Gimmic semata. #Pemilu2019 #Pilpres2019 tks.",0
334,#2019AwalPerubahan,"Saya kira akan ada debat tentang masa depan Sabang dan selat Malaka di barat, tentang masa depan industri CPO dan sawit di Medan, tentang industri pupuk dan masa depan industri  pertanian dan Agro di Lampung, atau tambang di Kalimantan. Dan tema sektoral lain. #Pilpres2019",0
335,#2019AwalPerubahan,"Saya membayangkan akan ada debat capres atau  caleg  di timur; Jayapura, Makasar, manado, ambon, lombok, dll tentang isu lokal yang akan sengit sebab daerah akan diajak dalam percakapan yang sengit dan seru di kampus2 utama dengan panelis lokal yg handal. #Pilpres2019",0
336,#2019AwalPerubahan,Penyelenggaraan #Pilpres2019 dan #Pileg2019 secara bersamaan kita anggap akan memberi tontonan murah yang menarik karena akan terjadi penghematan. Ternyata tidak. Biaya tambah besar tapi tontonan tidak lebih menarik dan miskin kreativitas. Ayo @KPU_ID masih ada waktu.,0
337,#2019AwalPerubahan,"Lalu, media maintream yang didominasi oleh pemilik kepentingan langsung terhadap Pemilu mengambil ruang ini dan menyelenggarakan pemberitaan dan perdebatan yang ala kadarnya. @KPU_ID angkat tangan dan kepentingan rakyat seperti tidak lagi penting tapi rating. #Pilpres2019",0
338,#2019AwalPerubahan,"Dulu Pileg dulu baru Pilpres. Tenaga partai dibagi dua dalam durasi yang berbeda. Tapi sekarang, #Pileg2019 dan #Pilpres2019 berlangsung sama dengan durasi panjang. @KPU_ID lupa bahwa Pileg tak akan menarik. Sementara Pilpres dibiarkan tanpa pengaturan teknis.",0
339,agusgoh,Boy band 2019  #ilustrasi #Pilpres2019 #ilustracion,0
340,ISU|Indo Super Unik,"http://m.akurat.co/id-386449-read-pertanyaan-ini-bikin-pendukung-sandiaga-geram-woi-enggak-boleh-itu-udah-jangan-dilanjutkan …
#Pilpres2019 #Prabowo #Sandiaga #jokowi #ma'rufamin",0
341,SERUJI,"Sarung Tangan Golf Produk OK OCE di Ekspor ke Korea, Sandiaga: Bukti Kita Mampu

#AkuSERUJI
#OKOCE #Pilpres2019 #SandiagaUno",0
342,Prijanto Rabbani,"Aksi Kedua Cawapres di Batam. 

#Pilpres2019 ",0
343,Brandal Santri,"Pekalongan Raya bergerak demi negri!
Berjuang & Berdo' a bagi kemenangan @prabowo @sandiuno dlm #Pilpres2019

Wahai pejuang² tangguh!
Kita lawan-Kita dobrak kezaliman!
Bersama kita buka gerbang kesentosaan!

Rawe² Rantas!
Malang² Tuntas!

@Dahnilanzar
@RoemahSandi
@PEPESOfficial",2
344,Hermawan Setyaji,#quickcount #pileg2019 dan #pilpres2019 #quickcountparpol #quickcountDPD #saintelague #parliamentarythrashold @ ASoft Group https://www.instagram.com/p/BqODOWmBb2F/?utm_source=ig_twitter_share&igshid=1888utjs80ori …,0
345,Fahri Hamzah News,"Saat wawancara media (Kamis, 15/11) Wakil Ketua @DPR_RI @fahrihamzah mengomentari pertarungan dua kandidat Pilpres yang tampak letih, dan pentingnya Pak @prabowo memiliki jangkar-jangkar untuk pertarungan. 
_______
#FahriHamzah #FahriHamzahNews #FH #Indonesia #pilpres2019 ",0
346,Sarah,"#Jokowi donning costumes of JAVANESE King wasn’t a #blackcampaign act.
“...it doesn’t lead to hate speech, black campaign, or contain SARA (ETHNICITY, religion, and RACE).”-#Bawaslu 
Isn't Java/Javanese including ethnicity & race #Indonesia #Pilpres2019 ",0
347,Julia Katin ID - IG @juliakatin,No comment. #01 #pdip #pdiperjuangan #pdiperjuanganmenuju2019 #indonesia #pilpres2019 #presidentialelection #news #media #television #politics #channel #berita #beritaterkini #critics… https://www.instagram.com/p/BqJchGHlVLI/?utm_source=ig_twitter_share&igshid=1asq6vg9ilp3v …,0
348,Karlis Salna,"Indonesian presidential candidate Prabowo Subianto plans tax reform package, according to outline provided to Bloomberg. Plan for economy would be ""more pro-growth, more pro-business"" according to Dradjad Wibowo. More here via @bpolitics #Indonesia #politics #Pilpres2019",0
349,Karlis Salna,Indonesian presidential candidate Prabowo Subianto plans to slash corporate and personal income taxes if elected. #Indonesia #politics #Pilpres2019  ,0
350,Bang Pitung,"Pilres 2019 beda dg  2014

No more US
China plays behind the scene…",0
351,#InspiratorMudaNusantara,Celebrating #HUTTHC19 through attended a national seminar about presidential election yesterday. We believe that #DemocratizationMustGoOn @habibiecenter #demokrasi #Indonesia #Pilpres2019 ,0
352,WENTIRA,"KAMI MULAI GAMANG : #Pilpres2019 membelah 2 KUBU saling BERHADAPAN !! Media seharusnya MEMBERI PENCERAHAN terus MENGADUK BAHASA bkn SUBSTANSI #PilpresBerkualitas ,semua hanya OLOK-OLOK,CACI -MAKI !! Alat negara  JELAS sudah TIDAK NETRAL,WASIT mulai BERAT SEBELAH, #UtkApaPilpres ?",0
353,shakti Varma,"#Supreme_Court refuses to hear a #pilpres2019 filed by a student seeking a direction to the #MPs and #MLAs, for publishing their monthly work on a web @INCIndia @BJP4India @RJDforIndia @KCTyagiJDU",0
354,#InspiratorMudaNusantara,Today's event at @LeMeridien Jakarta about the contestation of #Indonesia's presidential election 2019 and it's economic vision. Hope can brings productive outcomes. @habibiecenter #pilpres2019 #pilpres #pilpresdamai #politikindonesia,0
355,muhfauzanp2,"Tiga bulan pasca pendaftaran capres dan cawapres ke KPU hingga kini memasuki bulan kedua masa kampanye, siapakah yang akan kaliam pilih? #pilpres #Pilpres2019 #indonesia #JokowiMaruf2019 #2019PrabowoSandi #JokowiMaruf #PrabowoSandi #vote #polling",0
356,Colum Graham,"Perpadi minta pemerintah tak melulu heboh soal beras, gabah juga perlu distabilkan http://industri.kontan.co.id/news/perpadi-minta-pemerintah-tak-melulu-heboh-soal-beras-gabah-juga-perlu-distabilkan … #Beras",0
357,PolresKepahiang,"STOP HOAX
.
#polri #Polripromoter 
#PemiluDamai #IndonesiaDamai 
#ImbauanPolri #EdukasiPolri #PolriPromoter #PolriHumanis #pilpres2019 #pemilu2019 #SatgasNusantara https://www.instagram.com/p/Bp-EpXdg3dJ/?utm_source=ig_twitter_share&igshid=sezj9489fako …",0
358,M. Romahurmuziy,"Kalau caranya saja sudah salah bagaimana bisa melahirkan pemimpin yang baik ?⠀
Mari berpolitik dengan cara-cara yg benar⠀
⠀
#Pileg2019 #Pilpres2019 ",0
359,WENTIRA,"SEMUA TERBAWA oleh alam bawah sadar menjadi BODOH ,IQ 99 ,IP < 2 apakah ini #Pilpres2019 yg kita kehendaki saudaraku ? Sekali2 terbawa BOLEH tapi tidak harus di ikuti MODEL MEDIA seperti ini,yg HEBATPUN menjadi BURUK RUPA !! Dan itu tujuan PENGUASA .......",0
