,Username,Tweet,Kelas,,
1594,PriHonggo a.k.a 林文生,"Kebodohan duo keledai itu sudah tak tertandingi lagi,untuk kategori gubernur paling koplak jatuh kepada @aniesbaswedan Dan @sandiuno ",,,
1595,Ari Tjahjawandita,How is Jakarta under the leadership of Anies Baswedan & Sandiaga Uno? > Meh...  ,,,
1596,Basuki T Purnama,"Sandiaga Uno Sebut Masjid Disusupi Paham Radikal, Guntur Romli: Coba Investigasi Pendukungmu Dulu http://www.tribunnews.com/nasional/2018/06/06/sandiaga-uno-sebut-masjid-disusupi-paham-radikal-guntur-romli-coba-investigasi-pendukungmu-dulu … lewat @tribunnews",,,
1597,ANTARANEWS.COM,Sandiaga Uno harap kasus sembako maut diproses dengan adil ,,,
1598," ��
Saya Indonesia","Polda minta Jalan Jatibaru Raya dibuka.

Sandiaga Uno Jalan Jatibaru tak akan dibuka membahayakan pemakai jalan.

ALASAN NGAWUR. Pemakai jalan bahaya, PKL enggak?

Proyek blm mulai. Mestinya dibuka, pd saat pemasangan skybridge, ditutup sementara.",,,
1599,#2019PrabowoPresidenRI,Wakil Gubernur DKI Jakarta Sandiaga Uno meluncurkan kaus bermotif sorban merah yang dinamai 'Red Sandi'. Penjualan kaos ini untuk memberikan donasi bagi RS Indonesia di Gaza https://bit.ly/2JhJhDU ,,,
1600,makLambeTurah#AsalBukanPrabowo,"Ternyata Wikileaks Bocorkan Telegram Rahasia, Wagub DKI Pilihan FPI Sandiaga Uno Pernah Lakukan Kunjungan Rahasia Ke Israel http://dlvr.it/QWCc4T ",,,
1601,yodee van der woodsen,Sandiaga uno kenapa botak dah? Whats the story behind this?,,,
1602,Voter Education,Sebetulnya pemerintahan Anies - Sandi dapat dijadikan pelajaran atau rujukan untuk Pilpres 2019. Apakah pemeritahan Anies Baswedan - Sandiaga Uno akan lebih baik drpd pemerintahan Ahok atau bakalan lebih buruk? Pertanyaan ini bisa diajukan kepada mereka2 yang ingin ganti Presiden,,,
1603,myTRANS.detik.com,"I added a video to a @YouTube playlist http://youtu.be/vlS5uBSU4s0?a  Sandiaga Uno Tanggapi soal Zakat Rp 1.000.000,-",,,
1604,myTRANS.detik.com,"I added a video to a @YouTube playlist http://youtu.be/2-sRZblyaQs?a  1x24 Jam, Sandiaga Uno Minta Pelaku Vandalisme Underpass Mampang",,,
1605,makLambeTurah#AsalBukanPrabowo,"Ya Ampuuun, DKI Pesan Tong Sampah Hingga Rp9,58 Miliar, Sandiaga Uno Hanya Bilang Begini..... http://dlvr.it/QW03Qf ",,,
1606,"Warta 
�
Politik™","Hadiri Acara Peringatan Nuzulul Quran di Monas, INI Pesan Sandiaga Uno http://www.portal-islam.id/2018/06/hadiri-acara-peringatan-nuzulul-quran.html …",,,
1607,ferizandra,"Wakil Gubernur DKI Jakarta  Sandiaga Uno meluncurkan program aplikasi 'Smart Pasar' di Pasar Pondok Indah, Jakarta Selatan, Sabtu (2/6). 

Program ini merupakan bagian dari program unggulan OK OCE yang mengusung konsep cashless untuk berbelanja.
 ",,,
1608,makLambeTurah#AsalBukanPrabowo,"Dapat Peringatan Keras Dari Mendagri Lantaran Sebut Jokowi Sama Gagalnya Dengan Najib, Bukannya Menyesal, Respon Sandiaga Uno Makin Menggila & Bikin Panas Kuping http://dlvr.it/QVvLZr ",,,
1609,"17 April 02 Yee  
�
 ��
 ❤
 ��","ALLAHU AKBAR !!!!! @sandiuno
Seluruh Gaji dan Tunjangan Sandiaga Uno Rp 1,8 Miliar Diserahkan untuk Zakat

Gua iri dengan antum Bang @sandiuno 
Surga ditebus dengan Pantas begiiniii",,,
1610,islamedia,"Seluruh Gaji dan Tunjangan Sandiaga Uno Rp 1,8 Miliar Diserahkan untuk Zakat

Sejak menjadi Wakil Gubernur DKI Jakarta, Sandiaga memang tidak mengambil gajinya, seluruh... http://www.islamedia.id/2018/06/seluruh-gaji-dan-tunjangan-sandiaga-uno-diserahkan-untuk-zakat.html …",,,
1611,Tempo English,Sandiaga Uno: No Socialization on Imitation Tree to Anies-Sandi http://dlvr.it/QVq28G ,,,
1612,Asumsi,"Memangnya apa sih status WTP itu sampai Sandiaga Uno seneng banget ketika Pemprov DKI dapat status tersebut dari BPK? Nah, cari tau juga perbedaan status lainnya: WDP, TW dan TMP di sini!

#Asumsi",,,
1613,makLambeTurah#AsalBukanPrabowo,"Sandiaga Uno Kena Batunya, Ocehan Ngawurnya Samakan Jokowi Dengan Najib Razak Berbuntut Panjang, Mendagri Berubah Emosi & Bilang ...... http://dlvr.it/QVQ3Tv ",,,
1614,Liputan6.com,Tjahjo: Tidak Etis Sandiaga Uno Kaitkan Jokowi dengan Eks PM Malaysia http://dlvr.it/QVMky6 ,,,
1615,"Penjaga NKRI 
��","DKI Tunda Rumah DP Nol Rupiah, Ini Alasan Sandiaga Uno

Warga Mulai Ragukan Rumah DP Nol Persen Anies-Sandi..

Harap bersabar..

Ini ujian..ini ujian..

Harap bersabar..

Entah sampai kapan...
 ",,,
1616,JPNN.com,PSI: Pernyataan Sandiaga Uno Tidak Mendidik #PSI,,,
1617,makLambeTurah#AsalBukanPrabowo,"Sandiaga Uno Minum Air Tinja & Ingin Digunakan Buat Warga DKI , Ini Kata MUI. Menohok Banget! http://dlvr.it/QVF12Z ",,,
1618,Lusi,"Jadi skrg gubernur DKI sudah ganti Sandiaga Uno ya? 

 ",,,
1619,Second Chance ID,Mr. Sandiaga Uno at Second Chance Charity Run 2017 - NET12: http://youtu.be/rIEEnBLCEvI?a  via @YouTube,,,
1620,makLambeTurah#AsalBukanPrabowo,"Sebut Warga yang Mengadu ke Balai Kota Mulai Sepi, Sandiaga Uno Dibully Netizen http://dlvr.it/QTvKWr ",,,
1621,bram`,Sandiaga Uno never disappoint me when he jokes(?),,,
1622,Tempo English,Sandiaga Uno Calls Public to Watch Out for Counterfeit Money ,,,
1623,KASKUS,Ternyata Instagramable Jadi Alasan Sandiaga Uno Gelar Tarawih di Monas ,,,
1624,Coconuts,"#TarawihInstagrammable: Sandiaga Uno says prayer in Monas motivated by social media snaps, meme spawned",,,
1625,Adhitya S Ramadianto,"Bukan Dangdut Koplo, Sandiaga Uno Bakal Reggae di Jakarta Fair https://metro.tempo.co/read/1091142/bukan-dangdut-koplo-sandiaga-uno-bakal-reggae-di-jakarta-fair?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Astari …",,,
1626,Natural Blondie,Alasan Sandi Ingin Gelar Tarawih Bersama di Monas: Instagramable http://dlvr.it/QTYTkC ,,,
1627,tengkuzulkarnain,"Sandiaga Uno Mengatakan Pemprov. DKI Tidak Ingin Mendapatkan Uang Keuntungan dari Usaha yg TIDAK HALAL. Kami Ingin Mendapatkan Keuntungan yg HALALAN THAYYIBAN....""
...Ya Allah Berkahilah Kehidupan Para Pemimpin yg Taqwa dan Jadikan NKRI Baldatun Thayyibatun wa Robbun Ghofur
Amin",,,
1628,#GNCPRABOWO,"https://www.faktakini.com/2018/05/warga-jakarta-bersyukur-anies-sandi.html …

INI ADALAH SEBUAH BERKAH RAMADHAN DAN THR IEDUL FITRI 1439. H BAGI SELURUH UMMAT ISLAM DKI JAKARTA DARI ANIES BASWEDAN - SANDIAGA UNO.....

UNTUK BANG ANIES DAN BANG SANDI TERUSLAH  ISTIQOMAH DALAM MEMBUANG /MELEPAS SAHAM BUMD YANG MENJUAL BIR..",,,
1629,Tempo English,Sandiaga Uno Wants Data of People Returning from Syria ,,,
1630,Tempo English,Sandiaga Uno Presents Report on Asian Games in Ministry Meeting ,,,
1631,HERE'S JOHNNY,"If every time indonesian moslems make a statement about how they are oppressed i get 100 rupiah, i would be sandiaga uno.",,,
1632," ��
#JokowiLagi 
��","Fahira Idris kecam Ahok yg melarang kegiatan Sahur On The Road

http://sangpencerah.id/2015/06/larang-sahur-on-road-fahira-idris-keca/ …

Sandiaga Uno minta tak ada lagi warga yg menggelar "" sahur on the road"" pada bulan Ramadhan
ini

https://megapolitan.kompas.com/read/2018/05/15/13024781/sandiaga-jangan-ada-lagi-sahur-on-the-road-konvoi-ganggu-ketertiban …

Kalau gubernurnya Anies-Sandi  FPI dan ⁨Fahira Idris diam membisu",,,
1633,Fadel Muhammad Ali,Wagub DKI Jakarta @sandiuno melarang tegas para ormas melakukan 'sweeping' ke tempat hiburan malam atau warung makan yang beroperasi di siang hari. Sandiaga juga melarang warga untuk melakukan 'sahur on the road'. https://www.cnnindonesia.com/nasional/20180515104915-20-298269/dki-larang-ormas-sweeping-selama-bulan-puasa?utm_campaign=cnnsocmed&utm_medium=oa&utm_source=twitter …,,,
1634,PERTAMINA,"Pembukaan parade juga dihadiri Gubernur DKI Jakarta Anies Baswedan, Wagub DKI Jakarta Sandiaga Uno, Menteri Parekraf Arief Yahya, Menteri Pekerjaan Umum Basuki Hadimuljono, Menhub Budi Karya Sumadi, dan Ketua Inasgoc Erick Tohir.

#Pertamina #Siner61Pertamina #AsianGames2018",,,
1635,Kompas.com,"Wakil Gubernur DKI Jakarta Sandiaga Uno menyebutkan bahwa gerai OK OCE Mart pertama di Jalan Cikajang, Kebayoran Baru, Jakarta Selatan, kini sepi pemb ",,,
1636,makLambeTurah#AsalBukanPrabowo,"kekayaan najib itu 700 juta $, Jkw 30rb$. najib ada private jet, jokowi ndak punya. najib ada skandal korupsi 1MDB, Jkw gak. Senenge cocoklogi!
""Ikuti Jejak Sandiaga Uno, Putri Amien Rais Posting Ini Untuk Cocoklogi dengan Pilpres Malaysia""",,,
1637,Tempo English,Sandiaga Uno Invited to Speak at C40 Forum ,,,
1638,Socialnesia.net,Sandiaga Uno Dapat Undangan Menjadi Pembicara di Amerika Serikat ,,,
1639,ferizandra,"Allahu Akbar...! 

Sandiaga Uno : Di Monas akan ada acara besar2an buka puasa bersama dimana mereka (yang berpuasa) tidak perlu mengantre... mereka duduk saja, (makanan) akan diantar... itu cara kami memuliakan & memanusiakan teman2...

Hikmah pemimpin Muslim... ",,,
1640,Republika.co.id,Sandiaga Uno: Aksi Bela Palestina untuk Jaga Persatuan ,,,
1641,myTRANS.detik.com,I added a video to a @YouTube playlist http://youtu.be/DaiStFfHJv8?a  JK Bantah Bahas Pilpres Dengan Sandiaga Uno,,,
1642,Tempo English,Sandiaga Uno Urges Public to Avoid Conducting Suhoor on the Road ,,,
1643,GELORA NEWS,Sandiaga Uno: JK bilang gimana Prabowo sama Anies?,,,
1644,�����,"Dedicated to the metropolitan city of Jakarta the capital city of Indonesia
https://www.instagram.com/p/BidoPJbB3Jk/ 
#Jakarta #Indonesia #city #HTIBubar7Mei #WonderfulAsianGames2018 #srimulyani #susipujiastuti #aniesbaswedan #sandiagauno #savejakarta",,,
1645,#2019PrabowoPresidenRI,"Iya. Koalisi DKI itu Gerindra PKS. Gerindra sdh dapat Sandiaga Uno (nanti naik jd gubernur dki), posisi wagub jadi jatah PKS. https://twitter.com/adrchn/status/993377504785121280 …",,,
1646,Tempo English,Sandiaga Uno Responds to PDIP Concern on Decree of Home Business http://dlvr.it/QS0ZvV ,,,
1647,KOMPAS TV,Wakil Ketua Umum Partai Gerindra Sandiaga Uno menyebut Menteri Kelautan dan Perikanan Susi Pudjiastuti cocok sebagai cawapres mendampingi Prabowo Subianto. ,,,
1648,ㅤㅤㅤㅤㅤㅤ ㅤ ㅤㅤㅤㅤㅤㅤ ㅤ ㅤㅤㅤ,"Apakah dgn berita sprt ini @sandiuno gak mendukung #2019GantiPresiden ? Salah besar. Sandi paham arti penting CFD (DKI) basis isu nasional & kekuatan kaum cebong terpusat disini 

Paham kan?!

Sandiaga Uno Akan Garuk Kelompok yang Pakai CFD untuk Politik ",,,
1649,KOMPAS TV,[VIDEO] Sandiaga Uno Tawari Susi Pudjiastuti Jadi Cawapres Prabowo http://dlvr.it/QRrWKG ,,,
1650,Pemprov DKI Jakarta,"Wakil Gubernur DKI Jakarta Sandiaga Uno kembali mengadakan pertandingan bersama Menteri Kelautan dan Perikanan Susi Pudjiastuti di Pulau Tidung, Kabupaten Kepulauan Seribu pada Sabtu 5 Mei 2018.
#WeLoveJakarta
https://www.instagram.com/p/BiY7BbogLjp/ ",,,
1651, �,Justin Trudeau is the Canadian's Sandiaga Uno.,,,
1652,Joxzin Jogja,"24. KSPI harusnya belajar dari pengalaman Pilkada DKI 2017
Kala itu, KSPI memberi dukungan untuk pasangan Anies Baswedan dan Sandiaga Uno",,,
1653,Basuki T Purnama,"Akhirnya, para netizen langsung mengomentari aksi transaksi politik yang dilakukan Said Iqbal tersebut. Karena, Said Iqbal dianggap lupa yang telah mencabut kontrak politiknya dengan Gubernur DKI Anies Baswedan dan Wakil Gubernur DKI Sandiaga Uno.",,,
1654,TEMPO.CO,"Dua Bocah Tewas di Monas, Sandiaga Uno Blacklist Organisasi FUI ",,,
1655,Kompas.com,"Sandiaga Uno Sebut Forum Untukmu Indonesia ""Di-Blacklist"" http://kom.ps/AFy0ZK ",,,
1656,Mantan Cebong!,"Malah sebetulnya pak sandiaga uno sudah mengklarifikasi kalo acara tersebut tidak dikasih izin, tapi, cuma karena mereka merasa projo jadi ya gila dadakan hingga berani langgar aturan dengan tidak mengindahkan keputusan pemprov.",,,
1657,hobi love bot #3,"sandiaga uno is such a daddy goodbye, fellow indomys, yall can relate.",,,
1658,melekpolitik.com,Kelihatan Gobloknya! Wakil Gubernur DKI Jakarta Sandiaga Uno Sebarkan HOAX via @melekpolitikcom,,,
1659,Ach. Supyadi,"Ini tanggapan saya :

Saya lebih percaya Bapak Sandiaga Uno yang menyebut 2 Anak Meninggal Akibat Pembagian Sembako di Monas",,,
1660,USINDO,Sandiaga Uno says Car Free Day should be bereft of political elements.#Find out more on @tempo_english #USINDODailyNews,,,
1661,Tempo English,Sandiaga Uno Comments on Sunday`s CFD Incident http://dlvr.it/QRFL98 ,,,
1662,Sarah,"The #Jakarta’s Governor today #AniesBaswedan traveling and traveling, the vice governor #SandiagaUno just talks unimportant thing, the best Jakarta’s Governor #BasukiTjahajaPurnama #Ahok have jailed by the radical moslem #JakartaOhJakarta",,,
1663,GELORA NEWS,Sandiaga Uno: Pembagian Sembako di Monas Ada Unsur Politik,,,
1664," ��
Saya Indonesia","Sandiaga Uno menyebut ada kemungkinan hoaks di balik viral video intimidasi dari massa #2019GantiPresiden terhadap massa #DiaSibukKerja.

Tidak menyayangkan, tdk bersimpati kpd warganya yg jd korban malah menuduh video hoax? Wagub cap opo?",,,
1665,DanieL,Itu bukan image hoax mbak..itu foto saat sandiaga uno menghadiri sekber Gerindra PKS kemarin..ada kok videonya,,,
1666,detikcom,Sandiaga Uno ke Magelang Pastikan Stok Cabai untuk DKI Aman http://detik.id/6WLNTM ,,,
1667,"Beyond Pilpres, Beyond Religion",Loe pikir gue twit dr tadi gitu krn takut Prabowo jadi presiden? Duh dia businessman. Sandiaga Uno businessman. Amien Rais pernah ketauan korup. I know exactly what's on their minds, whatever it takes to win. Just like Trump. Termasuk rebut hati kaum agama.,,
1668,AVCJ,Minister Rudiantara & Deputy Governor Sandiaga Uno - AVCJ Special Joint Q&A with the forum attendees #AVCJIndonesia #Indonesiagovernment #investinginIndonesia,,,
1669,Mbangun Jateng Mukti Bareng,"Sandiaga Uno Dukung Gerakan Ayo Obah Sudirman-Ida

https://youtu.be/-eAtZuOwWyo 

Jangan Lupa Like, subscribe dan share ya

#AyoObah #MbangunJatengMuktiBareng
#Cukup1Periode",,,
1670,Endang yuliani,"Lounching Bidadari Island after upgrade to betawi style
#betawi #sandiagauno #betawipunyegaye… https://www.instagram.com/p/Bh1bWgvFiz0/ ",,,
1671,makLambeTurah#AsalBukanPrabowo,Blak-blakan! Rommy Sebut Sandiaga Uno Tawarkan Prabowo Jadi Cawapres Jokowi http://dlvr.it/QQHB32 ,,,
1672,RMOL.CO,"Serap Pemikiran Rizal Ramli, Sandiaga Uno Bilang Jokowi Harus Diganti #KlikRMOL  #rizalramli",,,
1673,Kompas.com,"Wakil Gubernur DKI Jakarta Sandiaga Uno kedatangan tamu Mantan Menteri Koordinator Bidang Kemaritiman Rizal Ramli, Jumat (20/4/2018) sore. ",,,
1674,Kompas.com,"Sebelumnya, Wakil Ketua Dewan Pembina Partai Gerindra Sandiaga Uno bertemu dengan Ketua Umum PPP M. Romahurmuziy untuk membahas pilpres 2019. ",,,
1675,TEMPO.CO,Sandiaga Uno Tawarkan Bandara Kepulauan Seribu ke Investor Dubai ,,,
1676,Abraham Sukendor,TGIF thank god it's sandiaga uno,,,
1677,Indonesia,"""Sandiaga Uno Reveals Main Cause of Tanah Abang Congestion - http://Tempo.co """,,,
1678,Kompas.com,Sandiaga Uno: Survei Gerindra Tunjukkan Mayoritas Masyarakat Ingin Pemerintahan Baru http://kom.ps/AFyYza ,,,
1679,VIVAcoid,Sandiaga Uno Diutus Prabowo Merayu PKS ,,,
1680,tvOneNews,"DISKOTEK EXOTIC DAN TEMPAT KARAOKE SENSE RESMI DITUTUP

Pemprov DKI Jakarta resmi menutup diskotek Exotic dan karaoke Sense di kawasan Sawah Besar hari ini (19/4). Penutupan dua tempat hiburan malam tersebut dipimpin langsung Wagub DKI Jakarta, Sandiaga Uno.
#ONEMINUTETVONE",,,
1681,Bambang Susanto,"Ketua Umum PKB Muhaimin Iskandar alias Cak Imin menyoroti kondisi laut Jakarta yang kotor. Apa respons Wakil Gubernur DKI Jakarta Sandiaga Uno?
@cakimiNOW @sandiuno #JokowiCakImin2019",,,
1682,Pemprov DKI Jakarta,"Wakil Gubernur DKI Jakarta Sandiaga Uno menginstruksikan kepada @SatpolPP_DKI Jakarta untuk melakukan eksekusi dua tempat hiburan yang melanggar aturan penyalahgunaan narkoba, dengan menggelar Apel Pagi di halaman Balaikota DKI Jakarta, Kamis (19/4).
https://www.instagram.com/p/Bhv0C64g-zX/ ",,,
1683,Tempo English,"Sandiaga Uno Deploys 60 Officers to Close Sense Karaoke, Exotic http://dlvr.it/QQ2D7l ",,,
1684,sumantri suwarno,"Seperti dikutip Sandiaga Uno -- Presiden Jokowi sampai bergurau, Baliho Cak Imin lebih banyak daripada baliho Asian Games ",,,
1685,Caroline E.H Putri Ratu,"Been looking at Sandiaga Uno’s recent candid photos of every interview he took, his face has been clueless as fuck. Say no more, Vice Governor, you’ve only been blessed with shit loads of money. Not knowledge.",,,
1686,Indonesia,"""Sandiaga Uno Explains Jakarta Shares in Beer Company - http://Tempo.co """,,,
1687,Basuki T Purnama,Merry Hotman melontarkan kritik terkait kebijakan program Rumah DP Rp0 yang ditawarkan oleh Gubernur dan Wakil Gubernur DKI Jakarta Anies Baswedan-Sandiaga Uno.Dia menilai ketidakjelasan skema pembiayaan dan tidak adanya subsidi uang muka DP akan menjadi perhatian publik,,,
1688,Indonesia,"""Sandiaga Uno Explains Jakarta Shares in Beer Company - http://Tempo.co """,,,
1689,Tempo English,Sandiaga Uno Scraps Planned Announcement of Zero DP Program   http://dlvr.it/QPhps8 ,,,
1690,Tempo English,Sandiaga Uno Targets LRT to be Operational Before Asian Games ,,,
1691,Basuki T Purnama,"Kepemimpinan Gubernur DKI Anies Baswedan dan Wagub Sandiaga Uno dinilai menuai prestasi 0 besar. Sebab, realisasi janji keduanya juga 0 besar.Karena itu, mahasiswa yang tergabung dalam Front Aksi Mahasiswa Jakarta Raya (FAM Jaya) akan menggeruduk Balaikota DKI, Senin (16/4) besok",,,
1692,Kompas.com,"Antikorupsi, Alasan Sandiaga Uno Ajak Warga Salatiga Pilih Sudirman Said http://kom.ps/AFyYWz ",,,
1693,tirto.id,Warga korban penggusuran Kampung Akuarium setia menunggu janji Anies Baswedan Sandiaga Uno yang hendak menata kembali tempat itu.,,,
1694,detikcom,Sandiaga Uno dan Sudirman Said Sapa Warga di Pasar Tiban Salatiga http://detik.id/VUBdqd ,,,
1695,gladhys elliona,SANDIAGA UNO IS HERE AND DAMN RIGHT I JUST DEBUNK THE MYTH. HE IS INDEED A VERYYY HOTTT DADDY!,,,
1696,Jacatra,Sandiaga Uno Pastikan Persija Gunakan Pakansari saat Terusir dari SUGBK http://jacatra.net/read/2552-sandiaga.uno.pastikan.persija.gunakan.pakansari.saat.terusir.dari.sugbk … #Persija,,,
1697,tirto.id,"""Tidak pantas bahwa ibu kota negara dengan muslim terbesar di dunia, punya saham di perusahaan bir, buat saya itu tidak masuk akal."" —Sandiaga Uno

http://tirto.id/cHB6 ",,,
1698,Voter Education,"Waktu pimpinan Partai Solidaritas Indonesia (PSI) menemui Presiden Jokowi di istana, dikritik karena ngomong politik. Waktu Gubernur DKI Anies Baswedan & wakil Sandiaga Uno hadiri Rakornas Gerindra yg mau mencapreskan Prabowo; pake baju dinas dihari kerja, kok malah pada mingkem? ",,,
1699,Sastrio Paningit 081916495825,"Through this issue Anies Baswedan and Sandiaga Uno won the vote in the regional head elections.
This is the reason why the Constitutional Court did not accept the appeal of Basuki Tjahaja Purnama. Because if the Constitutional Court accepted the appeal of Basuki Tjahaja Purnama,",,,
1700,kumprit Fathan,Aku tetep mengharapkan anies yg jadi cawapres pak prabowo..terus dki 1 sandiaga uno..krn uno masih bisa diajarin biar bener dan dki berkurang yg satu gitu deh..dan pak prabowo & anies ikut pilpres dan kalah terus nganggur maning anies..udh itu jos skenario yg menurut saya tepat,,,
1701,Andreas Harsono,Rapat perpanjangan kontrak air 25 tahun tampaknya juga dibicarakan di rumah pribadi Sandiaga Uno ,,,
1702,Republika.co.id,Kala Menteri Susi dan Wagub DKI Sandiaga Uno Beradu Pantun ,,,
1703,solidegosse12,"https://solidegosse15.wordpress.com/2018/04/05/grundfos-wikipedia/ …
Moreover recent Sandiaga Uno as son of Mien Uno was suspected descendant of Italy supporting Joko Widodo",,,
1704,Indonesia,"""Sandiaga Uno Reveals Phase 2 Concept of Tanah Abang Revamp - http://Tempo.co """,,,
1705,ProjectSoutheastAsia,"The full video of the closing plenary of the 7th Southeast Asian Studies Symposium, featuring addresses from Governor of Jakarta Anies Baswedan, Deputy Governor Sandiaga Uno, and Project SEA Chairman Dr Philip Kreager. ",,,
1706,Kricom.id,"Dear Ratna Sarumpaet, Dengar Nih Cerita Sandiaga Uno soal Derek",,,
1707,Tempo English,Sandiaga Uno Reveals Phase 2 Concept of Tanah Abang Revamp ,,,
1708,THE POWER OF MUSLIM INDO #2019GantiPresiden,#2019 G4NTI PRESIDEN.! SANDIAGA UNO 0PT1MIS PRABOWO B4KAL J4DI CAPRES 2019 https://youtu.be/ve5Qi8tajSw  lewat @YouTube,,,
1709,Tempo Metro,"Sindir Ratna Sarumpaet, Sandiaga Uno: Mobil Ibu Saya Juga Diderek ",,,
1710,Tempo Metro,"Saham DKI di Perusahaan Bir, Sandiaga Uno Cari Penasehat Keuangan ",,,
1711,Tempo Metro,"Pasar Tasik Tanah Abang Ditutup, Sandiaga Uno Negosiasi Kapolda ",,,
1712,Faizal Reza,Ribut-ribut Aktivis Ratna Sarumpaet dan Wagub Sandiaga Uno soal mobil diderek ini nggak kelar-kelar yha,,,
1713,Si Hitam Ramah,Sandiaga uno the only one sugar daddy,,,
1714,Martirnkri.com,"Benar-Benar Naik Pitan, Ratna Sarumpaet Ngomel Begini Ke Sandiaga Uno

http://www.patriotnkri.com/2018/04/benar-benar-naik-pitan-ratna-sarumpaet.html …",,,
1715,mei Amoy kecil 他很米兰,Gebernur DKI memlanggar aturan !..Ombudsman panggil sandiaga uno soal pulau pri. ,,,
1716,detikcom,Sandiaga Uno menargetkan 2.000 angkutan kota ikut program OK Otrip pada akhir 2018. Sudah sampai mana perkembangannya saat ini?,,,
1717,detikcom,Sandiaga Uno menyatakan kebijakan penutupan Jalan Jatibaru Raya Tanah Abang hanya akan berjalan selama empat bulan. Ini penjelasannya:,,,
1718,TRIBUNnews.com,"Tak Indahkan Anjuran Sandiaga Uno, Ratna Sarumpaet Somasi Dinas Perhubungan DKI Jakarta ",,,
1719,RMOL.CO,Sandi Saran Ratna Tidak Perlu Somasi Dishub #KlikRMOL  #SandiagaUno ,,,
1720,makLambeTurah#AsalBukanPrabowo,"Abaikan Nasehat Sandiaga Uno, Ratna Sarumpaet Somasi Dishub DKI. Begini Katanya! http://dlvr.it/QNtxDV ",,,
1721,TEMPO.CO,"Ramai Gerakan #2019GantiPresiden, Begini Komentar Sandiaga Uno https://goo.gl/WLeZku  ikuti @temponasional",,,
1722,DESORKES_CAPRESHOAX,"Sandiaga Uno: Saya mendengar aspirasi Masyarakat Indonesia Ingin Pemimpin yang Baru, krn ekonomi merosot http://m.tribunnews.com.com/amp/nasional/2018/04/07/sandiaga-uno-masyarakat-indonesia-ingin-pemimpin-yang-baru …
@Ze_sukma @nadjib_idrus @ely_susianti @alex_hunter146 @detere_re @yohanespatih @aldidesri @AndipanjaitanP",,,
1723,detikcom,Sandiaga Uno Lari Bersama Pejuang Kanker http://detik.id/6HYdzo  via @detik_foto,,,
1724,Koran Tempo,"Jeblonya serapan anggaran di beberapa dinas, menurut Wakil Gubernur DKI Jakarta Sandiaga Uno, karena disebabkan oleh keberadaan makelar tanah. ",,,
1725,tirto.id,"""Semua sekolah di ibu kota akan diliburkan selama 9 hari saat penyelenggaraan Asian Games 2018."" -Sandiaga Uno.",,,
1726,JPNN.com,Sandiaga Uno dan Alex Asmasoebrata Galakkan Subuh Berjemaah #SandiagaUno ,,,
1727,Amalia,"Bro sis ini Wagub DKI , keren kan?  ",,,
1728,makLambeTurah#AsalBukanPrabowo,"Bikin Ngakak! Kumpulan Meme Tersableng Netizen Sindir Insiden Ratna Sarumpaet Viral, Sandiaga Uno Jawab Begini! http://dlvr.it/QNcgqM ",,,
1729,Tempo English,Sandiaga Uno Speeds Up Oke Oce Program To Open 40k Job Vacancies ,,,
1730," ♠
Hasan 
♠",I liked a @YouTube video http://youtu.be/wGFMmfTZhs4?a  SANDIAGA UNO | HITAM PUTIH (23/02/18) 2-4,,,
1731,tirto.id,Sandiaga Uno menegaskan tindakan Dishub menderek mobil Ratna Sarumpaet sudah sesuai prosedur dan aturan yang berlaku.,,,
1732,Danan,Saw Sandiaga Uno while I was going to uni this morning. Didn't expect him to be jogging there.,,,
1733,3J Channel,I added a video to a @YouTube playlist http://youtu.be/PYpRTkBnXlI?a  ROADSHOW SANDIAGA UNO DAN TAKTIK CEPAT GERINDRA,,,
1734,Andreas Harsono,"Gerindra Party, which supported Anies Baswedan and Sandiaga Uno during the gubernatorial election in 2017, has called on the two leaders to end water privatization in Jakarta ",,,
1735,islamedia,"Sandiaga Uno Apresiasi Kerja Satpol PP yang Sukses Tutup Alexis 

http://www.islamedia.id/2018/04/sandiaga-uno-apresiasi-satpolpp-yang-sukses-tutup-alexis.html …",,,
1736,#2019PrabowoPresidenRI,"AKHIRNYA! Pilpres 2019, Pilihan Prabowo Subianto Jatuh Ke Sandiaga Uno https://goo.gl/fb/u3FEmo ",,,
1737,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,Sandiaga Uno ditunjuk sebagai koordinator tim pemenangan Pemilihan Umum Presiden (Pilpres) 2019. Sandiaga Uno ditunjuk langsung oleh Ketua Umum Partai Gerindra Prabowo Subianto. ,,,
1738,옒웆지,Gonna make jihoon as sandiaga uno thread,,,
1739,Top Stories,"Supporting Prabowo, Sandiaga Uno: Doesn`t Interfere with My Work - http://Tempo.co  https://goo.gl/fb/LquEBS ",,,
1740,VeroGuard Systems,"At the recent GovPay summit, Jakarta’s Vice Governor Sandiaga Uno announced that the city will prioritise cashless payments to improve financial accountability and to cut fraud, corruption, and late payment of government fees. http://ow.ly/3OPz30iM2kq  #cyber #security #VeroSystems",,,
1741,ProjectSoutheastAsia,Governor of Jakarta Anies Baswedan and Deputy Governor Sandiaga Uno addressing the Closing Plenary of the 7th Southeast Asian Studies Symposium.,,,
